"","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000261460.1",36,21,27,8,29,24,18,28
"ENSG00000261461.1",1,0,0,1,1,1,1,1
"ENSG00000261462.1",0,0,0,1,3,1,0,3
"ENSG00000261465.6",0,1,0,0,3,3,1,2
"ENSG00000261466.2",0,1,0,0,0,1,1,0
"ENSG00000261467.2",9,12,7,7,8,15,7,2
"ENSG00000261468.1",6,30,12,48,20,76,7,55
"ENSG00000261469.1",0,0,1,0,1,0,0,0
"ENSG00000261471.1",0,0,0,0,1,1,1,0
"ENSG00000261474.1",11,6,8,6,13,13,8,6
"ENSG00000261476.1",1,0,0,1,3,0,2,3
"ENSG00000261480.1",13,10,14,5,5,13,8,6
"ENSG00000261481.1",0,1,0,1,0,0,0,0
"ENSG00000261485.1",34,32,39,21,32,31,32,50
"ENSG00000261487.1",58,45,67,42,78,65,73,85
"ENSG00000261488.1",3,6,1,0,3,10,6,3
"ENSG00000261490.1",39,74,40,61,43,166,29,70
"ENSG00000261498.1",2,0,1,0,1,0,0,0
"ENSG00000261499.2",6,0,0,4,14,0,0,0
"ENSG00000261501.1",23,27,17,14,29,41,19,18
"ENSG00000261502.3",0,0,0,0,1,1,1,1
"ENSG00000261504.1",6,2,4,2,4,3,3,4
"ENSG00000261505.1",46,35,57,28,71,86,44,52
"ENSG00000261512.2",52,62,77,45,63,100,43,59
"ENSG00000261513.1",4,2,2,1,1,1,2,1
"ENSG00000261517.1",0,1,0,1,0,1,0,0
"ENSG00000261519.3",4,5,8,6,6,7,4,8
"ENSG00000261520.5",0,0,1,0,1,1,2,0
"ENSG00000261523.1",4,4,5,5,7,11,4,6
"ENSG00000261526.2",43,30,41,28,33,46,29,36
"ENSG00000261527.1",0,0,0,1,0,0,0,1
"ENSG00000261528.2",1,0,2,1,0,1,0,0
"ENSG00000261529.1",0,0,0,0,1,0,0,1
"ENSG00000261534.1",116,98,114,68,106,67,100,88
"ENSG00000261535.1",0,0,1,0,1,0,0,0
"ENSG00000261537.1",2,0,0,0,0,0,0,0
"ENSG00000261541.1",4,5,16,9,17,9,8,6
"ENSG00000261542.1",4,4,6,6,4,4,3,4
"ENSG00000261544.1",0,1,1,0,0,0,0,0
"ENSG00000261546.1",0,0,4,1,6,7,6,1
"ENSG00000261553.5",34,13,34,21,34,66,38,35
"ENSG00000261556.9",57,43,58,14,66,27,56,38
"ENSG00000261557.1",4,4,0,2,4,5,2,1
"ENSG00000261558.1",0,0,1,0,1,1,0,0
"ENSG00000261560.1",7,3,4,0,10,5,3,1
"ENSG00000261568.1",0,4,2,1,3,0,0,2
"ENSG00000261575.2",4,1,2,0,4,3,1,0
"ENSG00000261578.1",14,60,13,10,37,36,12,40
"ENSG00000261581.1",0,0,12,2,0,0,2,0
"ENSG00000261582.1",16,24,11,5,18,18,14,16
"ENSG00000261584.1",10,11,34,12,26,14,21,7
"ENSG00000261587.2",3,0,2,2,2,2,4,2
"ENSG00000261588.1",0,1,0,0,0,0,1,0
"ENSG00000261592.1",3,8,6,4,3,7,7,2
"ENSG00000261594.3",1,2,0,0,0,1,0,1
"ENSG00000261596.2",0,1,3,0,4,1,3,0
"ENSG00000261599.6",9,11,23,13,38,38,15,14
"ENSG00000261600.1",0,2,4,0,0,0,0,0
"ENSG00000261604.1",0,1,1,1,0,0,0,0
"ENSG00000261606.5",1,1,0,0,0,0,0,0
"ENSG00000261609.5",187,227,171,157,203,268,157,191
"ENSG00000261610.1",4,2,7,1,2,1,4,3
"ENSG00000261611.5",26,0,0,9,10,48,11,44
"ENSG00000261613.2",77,57,82,27,123,126,180,127
"ENSG00000261615.6",2,3,1,1,2,1,2,0
"ENSG00000261616.1",8,5,14,3,13,11,11,8
"ENSG00000261617.1",2,1,5,2,12,11,14,6
"ENSG00000261618.1",4,0,1,1,3,0,2,2
"ENSG00000261623.1",0,0,0,0,0,1,1,0
"ENSG00000261625.1",118,213,121,99,116,149,108,171
"ENSG00000261628.1",0,0,1,0,0,0,1,0
"ENSG00000261630.1",2,3,1,3,5,4,5,1
"ENSG00000261632.1",0,1,1,0,0,0,0,1
"ENSG00000261634.3",3,3,6,2,7,13,4,2
"ENSG00000261641.2",0,0,48,29,0,0,0,50
"ENSG00000261642.1",3,13,11,6,5,11,7,19
"ENSG00000261643.1",5,8,10,7,15,12,4,5
"ENSG00000261644.2",13,14,27,17,22,22,12,20
"ENSG00000261645.5",0,1,1,0,1,0,1,1
"ENSG00000261646.1",3,7,3,2,6,12,4,2
"ENSG00000261649.6",0,0,3,0,1,2,0,1
"ENSG00000261652.2",18,15,28,13,37,19,16,10
"ENSG00000261653.1",2,1,3,0,1,2,7,7
"ENSG00000261654.1",36,36,60,31,50,66,30,43
"ENSG00000261655.1",6,4,14,2,14,3,7,1
"ENSG00000261656.5",1,0,2,0,1,1,2,0
"ENSG00000261659.2",29,10,28,12,28,39,16,12
"ENSG00000261662.1",14,26,38,40,33,50,23,35
"ENSG00000261663.1",10,8,11,9,19,10,13,7
"ENSG00000261666.1",0,0,1,1,0,0,0,0
"ENSG00000261668.1",4,6,3,0,5,2,7,1
"ENSG00000261669.1",2,3,5,5,0,5,4,1
"ENSG00000261670.1",5,5,6,2,6,13,8,8
"ENSG00000261671.1",0,0,1,1,0,1,3,1
"ENSG00000261678.2",1,2,2,0,2,0,0,0
"ENSG00000261683.1",0,2,1,1,0,1,3,0
"ENSG00000261684.1",0,0,0,0,0,7,0,0
"ENSG00000261693.1",0,1,4,1,3,0,4,1
"ENSG00000261695.1",4,4,5,5,7,11,4,6
"ENSG00000261696.1",0,0,1,0,0,1,0,0
"ENSG00000261701.6",0,0,0,1,0,1,0,1
"ENSG00000261706.1",0,0,0,0,0,2,0,0
"ENSG00000261707.1",3,0,0,3,0,2,10,4
"ENSG00000261708.1",0,0,0,0,2,1,0,2
"ENSG00000261713.6",0,0,1,1,3,2,2,0
"ENSG00000261716.1",112,132,173,128,206,185,146,162
"ENSG00000261722.1",3,1,1,1,0,1,3,3
"ENSG00000261723.1",0,1,0,1,1,0,0,2
"ENSG00000261728.1",7,4,3,1,5,6,4,1
"ENSG00000261730.1",108,72,81,26,80,71,63,38
"ENSG00000261732.1",22,30,47,10,41,31,32,27
"ENSG00000261734.1",1,4,9,1,7,12,7,2
"ENSG00000261736.1",0,3,4,1,5,3,3,2
"ENSG00000261737.1",9,6,14,7,13,12,10,25
"ENSG00000261739.2",26,28,21,17,7,27,11,10
"ENSG00000261740.6",221,172,281,137,232,349,218,183
"ENSG00000261742.5",2,1,5,3,4,2,4,3
"ENSG00000261744.1",3,0,4,1,5,3,3,3
"ENSG00000261751.1",1,0,6,2,2,2,1,1
"ENSG00000261757.1",2,0,2,1,0,3,2,1
"ENSG00000261758.1",1,2,6,1,6,9,0,4
"ENSG00000261759.1",57,28,76,121,100,108,80,61
"ENSG00000261760.8",0,0,0,0,1,7,1,0
"ENSG00000261762.1",0,4,4,0,1,4,3,0
"ENSG00000261763.1",0,2,6,1,2,1,1,0
"ENSG00000261765.1",1,2,7,4,5,3,2,5
"ENSG00000261766.1",4,2,6,8,11,7,2,4
"ENSG00000261770.1",22,33,10,2,4,8,29,28
"ENSG00000261771.5",0,0,0,0,19,16,20,2
"ENSG00000261773.1",1,1,0,2,3,4,2,4
"ENSG00000261776.1",2,1,1,1,3,2,0,1
"ENSG00000261777.5",4,7,3,3,6,7,3,11
"ENSG00000261780.2",2,2,5,0,3,9,5,6
"ENSG00000261782.1",0,0,1,5,1,1,0,1
"ENSG00000261783.1",3,6,6,0,6,12,7,9
"ENSG00000261786.1",97,102,502,218,246,256,229,220
"ENSG00000261787.1",1,0,2,1,2,0,0,1
"ENSG00000261789.1",8,13,15,4,9,8,12,4
"ENSG00000261790.1",3,1,2,9,0,0,0,11
"ENSG00000261792.1",0,0,0,1,0,0,2,0
"ENSG00000261794.1",7,14,20,16,2,2,5,11
"ENSG00000261795.1",2,1,0,0,1,2,1,0
"ENSG00000261796.1",730,428,659,555,807,1121,598,441
"ENSG00000261799.1",111,142,130,112,139,145,116,136
"ENSG00000261801.5",269,139,264,90,286,247,266,170
"ENSG00000261804.1",8,17,16,10,12,11,13,6
"ENSG00000261807.2",5,1,2,3,5,7,3,4
"ENSG00000261816.1",0,1,4,1,2,1,1,2
"ENSG00000261817.1",1,1,0,0,0,0,0,1
"ENSG00000261819.1",14,13,16,6,8,17,9,15
"ENSG00000261821.2",4,2,11,4,4,10,10,6
"ENSG00000261822.1",3,0,0,0,0,0,0,0
"ENSG00000261823.1",0,1,3,0,1,1,1,2
"ENSG00000261824.6",152,108,172,76,197,176,145,133
"ENSG00000261826.1",12,22,20,10,16,24,15,12
"ENSG00000261829.1",2,1,2,0,1,0,1,0
"ENSG00000261831.2",0,0,0,0,0,2,0,0
"ENSG00000261832.6",22,19,12,14,26,11,20,31
"ENSG00000261835.1",1,0,0,2,1,0,1,1
"ENSG00000261839.1",2,0,4,1,3,0,3,3
"ENSG00000261840.2",18,13,27,12,22,27,21,9
"ENSG00000261842.1",0,1,0,1,0,0,0,0
"ENSG00000261856.1",3,2,4,0,1,4,1,4
"ENSG00000261857.6",2,0,0,0,0,1,0,2
"ENSG00000261863.1",0,1,1,2,2,1,1,1
"ENSG00000261864.1",1,0,0,0,0,2,3,1
"ENSG00000261872.1",1,1,4,0,7,3,1,0
"ENSG00000261873.2",1,5,3,1,9,4,5,2
"ENSG00000261879.5",25,18,47,16,34,29,27,13
"ENSG00000261884.2",25,27,39,19,47,40,28,24
"ENSG00000261886.1",1,2,1,0,1,1,0,0
"ENSG00000261888.1",409,220,610,233,384,249,332,200
"ENSG00000261889.1",6,2,4,3,2,5,1,4
"ENSG00000261898.2",4,1,0,2,4,1,1,2
"ENSG00000261914.2",0,0,0,0,0,10,0,0
"ENSG00000261915.6",0,13,0,0,0,0,0,6
"ENSG00000261916.1",2,1,1,1,1,2,1,3
"ENSG00000261924.1",1,4,6,4,7,8,8,3
"ENSG00000261934.2",215,164,162,84,215,285,106,96
"ENSG00000261970.1",3,2,3,0,1,1,2,1
"ENSG00000261971.6",71,67,118,49,146,130,91,69
"ENSG00000261978.1",0,0,1,0,0,1,0,0
"ENSG00000261996.1",1,1,1,0,4,1,0,0
"ENSG00000261997.1",7,5,11,7,12,13,14,4
"ENSG00000262001.1",61,88,85,74,56,96,54,73
"ENSG00000262003.1",0,3,1,1,2,3,2,0
"ENSG00000262006.1",0,0,2,0,2,1,1,2
"ENSG00000262038.1",0,0,0,1,0,1,0,0
"ENSG00000262039.1",1,0,4,0,2,2,1,1
"ENSG00000262049.1",27,62,50,26,54,51,53,41
"ENSG00000262050.1",2,1,5,1,3,0,1,2
"ENSG00000262052.1",0,0,0,1,2,1,1,0
"ENSG00000262074.6",1,0,0,0,1,2,0,0
"ENSG00000262075.3",18,5,22,9,9,15,11,9
"ENSG00000262079.1",0,0,2,0,0,0,2,0
"ENSG00000262089.1",24,16,21,12,26,31,14,11
"ENSG00000262094.1",11,2,5,2,5,4,8,5
"ENSG00000262096.2",3,8,3,1,13,13,6,1
"ENSG00000262097.1",8,1,6,0,4,1,5,1
"ENSG00000262098.1",1,0,0,0,1,2,0,2
"ENSG00000262115.1",3,2,0,0,1,2,2,1
"ENSG00000262118.1",4,1,4,1,5,5,2,4
"ENSG00000262119.1",1,0,0,0,2,3,0,2
"ENSG00000262136.1",11,9,7,0,0,5,0,3
"ENSG00000262140.1",1,1,3,0,1,5,0,3
"ENSG00000262147.1",2,2,1,0,0,1,1,2
"ENSG00000262152.6",5,2,8,7,9,8,5,3
"ENSG00000262155.1",15,10,13,12,28,29,12,17
"ENSG00000262165.2",4,6,6,0,6,12,7,2
"ENSG00000262171.1",2,1,1,3,0,5,0,3
"ENSG00000262179.2",3,0,1,0,2,2,1,0
"ENSG00000262180.1",3,2,3,3,5,7,3,3
"ENSG00000262185.1",22,24,48,29,44,94,33,32
"ENSG00000262188.1",2,1,2,2,2,5,1,5
"ENSG00000262202.4",0,1,0,0,0,1,1,1
"ENSG00000262209.2",181,133,357,150,679,692,238,176
"ENSG00000262222.1",14,8,3,7,7,9,14,7
"ENSG00000262223.6",1,1,4,5,1,3,1,1
"ENSG00000262227.1",8,7,18,7,7,7,11,8
"ENSG00000262228.2",5,0,8,1,4,3,4,2
"ENSG00000262246.5",183,195,224,155,212,480,217,326
"ENSG00000262248.1",1,0,1,1,1,0,3,3
"ENSG00000262251.1",2,2,6,0,2,7,6,4
"ENSG00000262292.2",0,0,0,0,1,1,1,1
"ENSG00000262298.1",2,3,0,2,0,1,1,2
"ENSG00000262302.1",1,0,0,0,0,3,2,4
"ENSG00000262304.2",0,11,18,11,21,24,19,9
"ENSG00000262312.2",10,5,6,5,8,3,5,4
"ENSG00000262316.1",0,0,2,0,0,0,2,1
"ENSG00000262319.1",1,0,0,1,1,3,1,1
"ENSG00000262333.1",5,4,4,3,10,14,7,3
"ENSG00000262358.1",0,0,0,0,1,2,1,3
"ENSG00000262362.1",1,1,1,0,0,1,0,0
"ENSG00000262370.5",6,1,10,5,11,8,10,3
"ENSG00000262380.1",0,0,1,0,2,0,0,1
"ENSG00000262406.2",0,0,7,2,2,1,2,1
"ENSG00000262410.1",2,9,17,2,13,17,9,18
"ENSG00000262412.1",1,1,3,0,2,1,0,1
"ENSG00000262413.1",0,5,0,0,3,4,0,0
"ENSG00000262420.3",5,6,4,5,3,5,4,3
"ENSG00000262434.1",2,6,3,4,12,7,3,1
"ENSG00000262445.3",0,0,1,1,0,2,0,0
"ENSG00000262454.3",74,75,63,41,146,116,66,60
"ENSG00000262461.5",9,5,9,4,4,3,4,0
"ENSG00000262468.5",19,7,35,9,27,22,40,14
"ENSG00000262477.1",0,4,2,0,0,2,2,0
"ENSG00000262481.5",12,4,25,8,4,12,25,19
"ENSG00000262482.1",0,0,1,0,1,2,0,2
"ENSG00000262484.1",0,0,1,1,0,0,1,4
"ENSG00000262497.1",0,0,1,1,0,0,0,0
"ENSG00000262526.2",0,38,0,0,0,0,0,0
"ENSG00000262528.2",10,2,5,3,5,0,0,8
"ENSG00000262539.1",0,0,0,1,14,14,0,0
"ENSG00000262554.1",0,0,4,0,1,0,0,2
"ENSG00000262560.1",0,4,0,0,0,2,0,5
"ENSG00000262576.2",501,489,919,499,782,858,559,795
"ENSG00000262580.5",75,92,79,56,42,48,54,67
"ENSG00000262583.1",0,2,2,1,8,8,3,0
"ENSG00000262585.1",2,1,3,2,2,5,3,3
"ENSG00000262587.2",9,9,10,5,18,12,15,5
"ENSG00000262619.1",0,2,1,2,1,0,0,2
"ENSG00000262621.4",46,48,51,11,15,72,60,44
"ENSG00000262633.2",167,147,223,111,232,262,155,200
"ENSG00000262636.1",0,0,0,1,0,0,1,0
"ENSG00000262648.1",0,0,0,0,0,0,3,0
"ENSG00000262652.1",1,2,2,0,3,0,2,0
"ENSG00000262655.3",1943,5230,452,1239,298,1369,542,2004
"ENSG00000262663.1",2,0,4,0,1,5,6,4
"ENSG00000262664.2",283,245,384,239,344,483,325,250
"ENSG00000262668.1",0,0,2,1,0,3,0,0
"ENSG00000262678.1",6,7,7,4,4,6,4,7
"ENSG00000262681.2",0,0,1,1,2,0,1,0
"ENSG00000262686.1",7,2,1,3,3,3,4,2
"ENSG00000262691.1",32,18,40,16,58,23,50,28
"ENSG00000262692.1",1,3,4,0,10,8,6,6
"ENSG00000262700.1",7,2,0,3,4,2,0,1
"ENSG00000262703.1",0,0,3,3,3,0,0,0
"ENSG00000262712.1",9,9,16,9,21,23,9,11
"ENSG00000262721.1",0,2,0,0,0,0,0,0
"ENSG00000262728.5",14,10,20,12,17,22,7,7
"ENSG00000262730.1",1,1,0,0,0,0,0,0
"ENSG00000262732.1",1,2,3,0,2,5,7,7
"ENSG00000262766.1",8,16,9,4,11,14,10,8
"ENSG00000262772.1",0,0,0,0,2,2,0,0
"ENSG00000262777.1",1,1,4,1,4,1,1,2
"ENSG00000262786.1",0,0,0,1,0,1,2,1
"ENSG00000262810.1",0,1,7,1,9,6,2,0
"ENSG00000262814.7",397,393,381,186,449,672,285,317
"ENSG00000262815.1",2,3,3,2,1,5,0,4
"ENSG00000262823.1",0,0,1,0,1,2,0,2
"ENSG00000262833.1",4,1,1,0,3,0,0,1
"ENSG00000262848.1",3,8,5,2,4,4,5,2
"ENSG00000262873.1",0,1,2,0,0,0,1,0
"ENSG00000262874.1",2,1,5,0,1,0,1,0
"ENSG00000262877.4",44,54,77,41,33,32,20,34
"ENSG00000262879.5",164,115,271,84,239,338,167,189
"ENSG00000262880.1",1,15,12,9,29,33,7,12
"ENSG00000262888.1",6,1,12,7,10,32,7,9
"ENSG00000262898.1",0,0,5,0,2,0,3,0
"ENSG00000262902.1",3,1,82,55,3,12,1,5
"ENSG00000262903.1",41,39,47,7,57,50,29,26
"ENSG00000262905.1",1,0,0,1,0,1,0,0
"ENSG00000262919.7",169,196,200,130,236,368,178,176
"ENSG00000262943.7",4,8,9,6,12,12,5,4
"ENSG00000262952.1",0,0,0,0,1,0,1,0
"ENSG00000262962.1",0,1,0,0,1,0,0,1
"ENSG00000262966.2",0,5,5,0,3,3,2,6
"ENSG00000262979.1",1,0,1,0,0,1,0,0
"ENSG00000262999.1",3,1,4,1,4,3,0,0
"ENSG00000263001.5",4662,3837,5601,2552,6738,7816,3891,3458
"ENSG00000263002.7",239,197,280,142,315,291,260,231
"ENSG00000263004.1",26,10,31,16,21,24,33,13
"ENSG00000263006.6",4,6,26,8,8,1,19,18
"ENSG00000263011.1",3,4,2,0,0,1,2,0
"ENSG00000263013.1",16,9,15,4,18,18,10,8
"ENSG00000263020.6",37,45,21,26,48,49,19,7
"ENSG00000263033.2",1,1,2,1,2,2,2,2
"ENSG00000263050.1",12,7,17,8,11,17,9,11
"ENSG00000263065.1",0,0,0,1,0,0,0,5
"ENSG00000263069.5",12,14,13,6,18,24,13,7
"ENSG00000263072.6",96,59,117,51,133,124,93,61
"ENSG00000263080.1",3,4,9,3,5,4,6,2
"ENSG00000263081.1",0,1,0,0,1,1,0,0
"ENSG00000263089.1",1,3,7,4,4,8,4,1
"ENSG00000263096.1",1,0,1,0,0,1,0,0
"ENSG00000263105.1",2,1,2,3,3,2,0,0
"ENSG00000263120.1",11,3,10,3,8,15,5,3
"ENSG00000263126.1",12,18,18,12,18,26,4,11
"ENSG00000263142.5",200,197,258,154,240,301,184,201
"ENSG00000263154.1",0,0,1,0,2,1,1,1
"ENSG00000263155.5",0,1,0,0,0,0,1,0
"ENSG00000263164.1",7,9,16,7,16,15,22,12
"ENSG00000263165.1",0,0,0,26,0,4,0,0
"ENSG00000263176.1",1,0,0,0,7,0,0,1
"ENSG00000263177.1",0,1,4,0,8,3,1,2
"ENSG00000263179.1",1,0,0,0,0,1,0,0
"ENSG00000263189.1",0,1,0,0,5,3,0,2
"ENSG00000263212.2",0,0,0,0,0,0,0,4
"ENSG00000263219.1",1,1,0,1,1,1,0,0
"ENSG00000263220.1",3,0,2,0,2,6,1,1
"ENSG00000263232.2",0,0,0,0,0,0,1,2
"ENSG00000263234.1",0,0,2,1,3,3,0,0
"ENSG00000263235.1",11,4,8,5,8,7,4,1
"ENSG00000263244.2",0,0,65,92,60,0,0,0
"ENSG00000263257.1",0,3,0,0,1,1,0,2
"ENSG00000263264.1",8,0,8,2,7,3,4,2
"ENSG00000263266.2",0,3,5,4,7,2,2,0
"ENSG00000263272.1",56,66,69,44,86,71,77,64
"ENSG00000263276.1",10,17,9,5,12,6,10,13
"ENSG00000263279.1",0,0,0,0,0,0,1,1
"ENSG00000263280.1",3,4,0,3,7,4,0,2
"ENSG00000263293.2",2,3,3,2,2,1,2,1
"ENSG00000263300.1",1,0,3,4,1,6,4,3
"ENSG00000263301.1",0,3,0,0,0,0,0,0
"ENSG00000263307.1",2,3,2,0,2,3,1,1
"ENSG00000263311.1",0,1,2,0,0,0,1,0
"ENSG00000263321.1",2,2,0,0,1,0,0,2
"ENSG00000263326.1",7,3,11,5,7,13,7,3
"ENSG00000263327.6",19,8,39,13,23,33,13,11
"ENSG00000263335.1",36,24,31,21,25,34,17,27
"ENSG00000263338.1",0,1,4,0,2,1,1,0
"ENSG00000263345.1",28,23,32,16,41,29,34,19
"ENSG00000263355.1",0,0,1,0,0,0,0,1
"ENSG00000263360.2",6,0,1,0,0,1,1,0
"ENSG00000263361.1",2,0,3,3,5,2,3,0
"ENSG00000263370.1",0,3,2,3,2,2,1,1
"ENSG00000263388.1",0,0,2,0,1,2,0,0
"ENSG00000263393.1",2,0,1,0,0,0,0,0
"ENSG00000263400.6",47,33,61,34,48,81,41,46
"ENSG00000263410.2",1,0,1,0,1,1,2,1
"ENSG00000263412.1",21,18,23,15,12,12,20,14
"ENSG00000263424.1",148,34,149,64,178,230,52,76
"ENSG00000263429.3",1,0,3,0,0,3,3,1
"ENSG00000263432.2",13,11,14,5,25,16,16,12
"ENSG00000263443.1",1,0,8,0,0,0,5,0
"ENSG00000263465.4",452,545,530,469,471,885,554,713
"ENSG00000263466.1",1,2,2,0,1,3,2,0
"ENSG00000263477.1",0,0,0,0,2,0,0,0
"ENSG00000263479.2",2,1,2,0,3,8,0,3
"ENSG00000263490.2",0,0,0,1,0,0,0,1
"ENSG00000263503.1",0,0,0,0,19,11,0,0
"ENSG00000263508.5",0,0,2,0,2,3,1,1
"ENSG00000263513.5",6,8,14,8,12,19,10,8
"ENSG00000263528.7",250,132,305,102,240,283,205,168
"ENSG00000263529.2",0,1,0,0,1,2,0,0
"ENSG00000263531.1",0,2,3,2,1,0,2,1
"ENSG00000263535.2",41,41,81,30,59,89,0,0
"ENSG00000263537.2",0,0,5,2,0,1,1,1
"ENSG00000263547.1",0,0,1,0,0,1,0,1
"ENSG00000263551.5",1,3,6,1,6,2,4,6
"ENSG00000263558.2",0,0,1,0,0,0,0,1
"ENSG00000263563.5",3,2,5,1,3,4,1,1
"ENSG00000263567.1",1,0,27,0,7,1,4,1
"ENSG00000263586.1",3,1,0,0,0,4,0,2
"ENSG00000263588.1",0,0,2,0,0,0,1,0
"ENSG00000263590.2",7,8,4,0,11,7,0,0
"ENSG00000263595.2",1,0,1,1,0,0,1,0
"ENSG00000263597.1",0,0,0,1,0,1,1,1
"ENSG00000263603.1",3,1,5,1,6,1,4,2
"ENSG00000263606.1",2,0,0,0,1,0,3,0
"ENSG00000263608.2",6,2,6,2,3,6,2,4
"ENSG00000263609.1",1,2,2,1,2,3,0,2
"ENSG00000263612.1",0,0,1,1,1,0,0,1
"ENSG00000263616.2",0,0,2,0,0,0,0,1
"ENSG00000263620.1",45,10,55,0,31,51,42,52
"ENSG00000263624.1",1,0,1,0,2,5,3,0
"ENSG00000263627.1",1,1,1,0,4,4,1,3
"ENSG00000263635.1",0,1,0,0,0,0,1,0
"ENSG00000263641.1",0,0,0,0,1,1,1,0
"ENSG00000263644.1",0,0,0,0,0,2,0,2
"ENSG00000263647.1",24,46,49,17,36,34,17,41
"ENSG00000263648.1",0,0,0,0,0,2,0,0
"ENSG00000263649.1",0,0,0,1,0,0,0,1
"ENSG00000263657.1",1,1,1,0,2,1,2,1
"ENSG00000263667.1",0,0,0,1,1,0,0,0
"ENSG00000263669.2",2,1,0,2,0,0,1,1
"ENSG00000263672.2",0,1,5,1,0,3,1,1
"ENSG00000263675.1",4,9,1,3,1,1,3,2
"ENSG00000263681.1",0,0,0,0,1,1,0,0
"ENSG00000263683.1",0,1,4,0,1,3,0,0
"ENSG00000263690.2",1,1,1,2,3,3,1,2
"ENSG00000263709.1",0,0,0,0,1,0,3,0
"ENSG00000263711.5",7,0,4,0,4,3,11,2
"ENSG00000263715.7",8,1,10,3,21,39,10,9
"ENSG00000263717.1",0,0,0,0,0,1,1,0
"ENSG00000263727.1",3,0,3,0,1,1,0,1
"ENSG00000263731.1",15,17,12,17,22,18,8,11
"ENSG00000263740.2",0,0,0,0,0,2,0,2
"ENSG00000263745.6",2,0,0,0,0,0,0,0
"ENSG00000263753.6",828,660,798,434,733,771,616,685
"ENSG00000263755.2",0,0,2,0,2,2,3,1
"ENSG00000263765.5",0,1,0,3,1,1,0,0
"ENSG00000263766.5",2,3,5,3,7,9,0,1
"ENSG00000263786.1",0,1,2,0,2,2,0,2
"ENSG00000263787.1",2,0,2,1,4,3,1,1
"ENSG00000263794.2",0,0,0,0,1,1,0,0
"ENSG00000263797.1",1,1,0,0,1,0,1,0
"ENSG00000263809.1",9,8,18,0,13,18,0,3
"ENSG00000263812.5",33,19,49,20,44,55,27,33
"ENSG00000263818.5",5,2,8,0,11,8,10,3
"ENSG00000263823.1",18,15,25,24,17,30,20,33
"ENSG00000263826.1",17,9,20,9,19,24,6,13
"ENSG00000263834.1",1,0,1,1,0,2,1,4
"ENSG00000263843.1",16,5,8,7,9,13,10,10
"ENSG00000263847.1",4,6,8,2,2,7,4,3
"ENSG00000263857.1",0,2,0,0,0,0,0,0
"ENSG00000263859.1",1,4,1,0,0,0,0,0
"ENSG00000263873.1",768,498,1695,745,2229,2472,941,697
"ENSG00000263874.2",45,39,121,60,62,84,57,62
"ENSG00000263882.2",4,1,1,2,2,6,5,1
"ENSG00000263883.1",0,0,0,0,1,0,1,0
"ENSG00000263884.1",5,5,8,4,0,2,4,7
"ENSG00000263895.1",2,0,1,0,1,2,0,1
"ENSG00000263904.1",0,0,0,0,2,0,1,1
"ENSG00000263916.1",2,2,0,1,2,2,3,0
"ENSG00000263924.1",0,0,0,2,1,4,0,1
"ENSG00000263934.4",31,3,0,4,2,0,6,4
"ENSG00000263938.1",2,2,1,0,0,0,2,1
"ENSG00000263940.2",4,7,5,7,5,5,6,5
"ENSG00000263941.2",2,0,0,2,1,4,1,0
"ENSG00000263944.2",1,0,0,1,1,0,0,0
"ENSG00000263945.1",0,0,0,1,1,0,0,0
"ENSG00000263955.2",0,1,5,1,2,3,2,1
"ENSG00000263956.6",493,322,645,224,620,509,499,338
"ENSG00000263958.1",0,2,0,0,3,4,1,5
"ENSG00000263961.6",13,14,26,17,24,21,26,32
"ENSG00000263963.1",0,0,4,0,0,0,0,0
"ENSG00000263968.2",2,2,0,0,2,3,3,1
"ENSG00000263969.2",0,0,0,0,1,1,0,0
"ENSG00000263970.1",0,1,1,1,0,1,1,0
"ENSG00000263974.2",0,0,0,0,2,2,0,1
"ENSG00000263979.1",1,0,1,0,0,0,0,0
"ENSG00000263982.1",3,3,2,1,3,2,2,1
"ENSG00000263988.2",0,1,0,1,0,0,0,1
"ENSG00000263989.2",0,0,4,0,1,0,0,0
"ENSG00000263990.1",1,3,4,4,4,5,3,3
"ENSG00000263993.2",0,1,2,1,1,2,0,0
"ENSG00000264007.1",3,21,5,8,6,11,3,17
"ENSG00000264012.1",1,1,1,2,5,2,0,1
"ENSG00000264015.1",0,0,0,0,2,0,0,0
"ENSG00000264016.2",10,13,17,16,11,14,21,19
"ENSG00000264017.2",0,2,1,0,4,3,1,0
"ENSG00000264019.1",13,0,15,21,4,23,6,8
"ENSG00000264028.2",0,0,2,0,0,2,2,0
"ENSG00000264030.2",2,1,2,0,2,0,0,1
"ENSG00000264036.2",1,0,0,0,0,0,2,3
"ENSG00000264040.1",1,1,4,2,2,2,1,1
"ENSG00000264041.2",3,4,0,0,4,4,3,2
"ENSG00000264044.1",2,6,13,1,4,5,2,0
"ENSG00000264049.1",21,19,34,9,30,43,20,23
"ENSG00000264057.1",0,1,11,4,14,8,5,11
"ENSG00000264058.1",0,0,0,0,0,0,3,0
"ENSG00000264066.6",1,0,2,0,1,0,2,1
"ENSG00000264067.1",2,6,1,1,1,3,3,1
"ENSG00000264070.1",7,2,7,0,18,17,10,6
"ENSG00000264071.2",4,3,5,5,7,8,2,2
"ENSG00000264078.1",1,2,2,0,1,2,0,1
