year,infant_mortality,life_expectancy,fertility,population,continent
2008,18.8,76.9,3.59,6010035,Asia
2008,23,67.1,2.51,15915966,Asia
2008,46.2,60.8,4.76,38244442,Africa
2008,49.3,61.5,3.13,98437,Oceania
2008,3.9,79.8,1.23,48509842,Asia
2008,9.7,77.3,2.68,2705290,Asia
2008,30.1,67.3,2.82,5301038,Asia
2008,63.2,62.5,3.43,6045439,Asia
2008,9.1,72.4,1.5,2144215,Europe
2008,9.7,77.8,1.57,4109389,Asia
2008,84.5,44.5,3.34,1972194,Africa
2008,72.5,59.9,5.19,3672782,Africa
2008,16.1,75.6,2.64,6123022,Africa
2008,6.7,72.1,1.42,3219802,Europe
2008,2.2,81,1.63,485079,Europe
2008,NA,79.32,0.94,507274,Asia
2008,10.4,74.5,1.47,2055266,Europe
2008,45.7,62.2,4.79,19926798,Africa
2008,61.7,52.4,5.78,13904671,Africa
2008,6.9,74.5,2.05,27197419,Asia
2008,13.7,78.5,2.38,321026,Asia
2008,87.5,58.5,6.82,14223403,Africa
2008,5.8,80.7,1.38,406392,Europe
2008,72.1,67.9,4.94,3414552,Africa
2008,13.9,72.9,1.58,1238013,Africa
2008,15.4,75.4,2.35,114972821,Americas
2008,34.7,68,3.59,104472,Oceania
2008,15.2,70.4,1.49,4111168,Europe
2008,28.6,64.8,2.37,2629666,Asia
2008,7.4,76,1.72,619740,Europe
2008,30.7,73.3,2.44,31350544,Africa
2008,78,54,5.54,22994867,Africa
2008,41.3,59.1,3.36,2115703,Africa
2008,40,68.4,2.9,26325183,Asia
2008,4,80.3,1.77,16519862,Europe
2008,NA,75.26,2.22,239392,Oceania
2008,5.3,80.3,2.12,4285380,Oceania
2008,23.5,77,2.72,5594524,Americas
2008,71.9,58,7.59,15085130,Africa
2008,87.3,59.2,6.02,151115683,Africa
2008,2.9,80.8,1.96,4771633,Europe
2008,10.2,76.2,2.89,2652281,Asia
2008,76.1,64.1,3.58,163096985,Asia
2008,18,77.3,2.61,3498679,Americas
2008,52.7,58.6,4.07,6540267,Oceania
2008,21.7,74,3.06,6047131,Americas
2008,18,78.2,2.58,28642048,Americas
2008,25.9,69.8,3.26,90297115,Asia
2008,5.8,75.4,1.33,38525752,Europe
2008,3.3,79.4,1.36,10577458,Europe
2008,NA,77,1.69,3728126,Americas
2008,8.1,77.9,2.2,1388962,Asia
2008,14,73.2,1.34,20741669,Europe
2008,11.6,67.9,1.49,143123163,Europe
2008,51.5,64.1,5.06,9750314,Africa
2008,14.5,74.1,2.01,172729,Americas
2008,19,70.9,2.11,109165,Americas
2008,16.1,72.3,4.43,183440,Oceania
2008,15.5,78.3,2.97,26742842,Asia
2008,50,63.5,5.11,12229703,Africa
2008,7,74.3,1.41,9109535,Europe
2008,12.2,72.9,2.28,91634,Africa
2008,116.2,53.6,5.13,5521838,Africa
2008,2.2,80.6,1.28,4849641,Asia
2008,7.6,74.9,1.31,5396710,Europe
2008,3,78.7,1.43,2030599,Europe
2008,27.3,62.3,4.36,503410,Oceania
2008,46.6,53.4,2.54,50348811,Africa
2008,4.2,81.1,1.42,45817016,Europe
2008,10.2,74,2.32,19949553,Asia
2008,55.8,65.5,4.79,34470138,Africa
2008,23.5,70.2,2.41,506657,Americas
2008,73.2,45.1,3.7,1153750,Africa
2008,2.6,81.1,1.92,9226333,Europe
2008,4,82,1.47,7646542,Europe
2008,14.2,76.1,3.17,20097057,Asia
2008,47.4,69.6,3.7,7254072,Asia
2008,48.3,60.4,5.54,42844744,Africa
2008,13.4,73.9,1.48,66453255,Asia
2008,57.8,69.9,6.48,1030915,Asia
2008,62.5,57.5,4.88,6052937,Africa
2008,14.6,70.3,4.01,102816,Oceania
2008,22.2,71.7,1.8,1315372,Americas
2008,16.6,76.8,2.04,10408091,Africa
2008,18.9,77.8,2.15,70344357,Asia
2008,53.2,67.2,2.48,4917541,Asia
2008,55.4,56,6.34,31014427,Africa
2008,11.1,67.8,1.38,46028476,Europe
2008,7.8,75.6,1.95,6900142,Asia
2008,4.7,79.7,1.87,61689620,Europe
2008,6.5,78.3,2.07,304473143,Americas
2008,11.2,76,2.11,3350832,Americas
2008,42,69.6,2.46,26952719,Asia
2008,23.7,63.4,3.61,225335,Oceania
2008,14.7,74.2,2.53,28116716,Americas
2008,20.9,74.1,4.38,3854667,Asia
2008,20.8,74.1,1.86,86589342,Asia
2008,47,65.7,4.83,22322699,Asia
2008,58.7,51.1,5.88,13114579,Africa
2008,58.9,47.3,3.85,13495462,Africa
2009,15.4,77,1.74,2929886,Europe
2009,24.3,75.7,2.78,35401790,Africa
2009,112.2,57.1,6.33,20520103,Africa
2009,8.2,75.7,2.15,86300,Americas
2009,13.4,75.6,2.23,40798641,Americas
2009,17,72.6,1.6,2966108,Asia
2009,NA,74.92,1.71,101416,Americas
2009,4.2,81.8,1.9,21770690,Oceania
2009,3.7,80.3,1.39,8361362,Europe
2009,35.5,69.7,1.98,8980488,Asia
2009,11.7,72.7,1.9,354780,Americas
2009,7.6,78.2,2.18,1196774,Asia
2009,41.3,68.6,2.32,149905836,Asia
2009,13.9,75.3,1.84,278466,Americas
2009,5.1,70.1,1.44,9505319,Europe
2009,3.7,79.8,1.83,10854388,Europe
2009,16.7,70.9,2.85,313925,Americas
2009,72.3,60.4,5.18,9240982,Africa
2009,36.1,70.9,2.44,707830,Asia
2009,38.4,71.6,3.41,9758799,Americas
2009,6.7,77.7,1.23,3837732,Europe
2009,42.3,54.3,2.81,2007212,Africa
2009,15.4,73.4,1.86,196701298,Americas
2009,7.5,77,2.07,387080,Asia
2009,11.5,73.5,1.46,7460057,Europe
2009,72.5,58.5,5.95,15165856,Africa
2009,66.4,60,6.39,9137786,Africa
2009,40,66.6,3.01,14144337,Asia
2009,68.8,57.3,5.09,20074522,Africa
2009,5,81.1,1.67,33746559,Americas
2009,23.6,70.7,2.49,486673,Africa
2009,103.6,47.6,4.72,4361492,Africa
2009,95.1,55.2,6.7,11510535,Africa
2009,7.5,78.5,1.87,16829957,Americas
2009,14.6,73.9,1.54,1333807063,Asia
2009,16.4,76.2,2.41,45416276,Americas
2009,64.6,66.7,4.99,681845,Africa
2009,86.9,57.9,6.35,63845097,Africa
2009,45.3,59.8,5.09,3950786,Africa
2009,8.9,79.8,1.87,4488261,Americas
2009,79,56,4.91,19684909,Africa
2009,4.8,76.4,1.45,4330399,Europe
2009,4.7,77.7,1.48,11297442,Americas
2009,3.1,80.3,1.49,1090486,Asia
2009,3.6,77.3,1.47,10460022,Europe
2009,3.5,79.1,1.84,5523755,Europe
2009,63.9,62.1,3.68,820097,Africa
2009,28.3,74.3,2.62,9767737,Americas
2009,21.9,74.9,2.69,14691310,Americas
2009,25.1,70.1,2.92,80442443,Africa
2009,17.7,73.8,2.29,6021368,Americas
2009,81.2,58,5.23,707155,Africa
2009,40.7,60.1,5.06,4593549,Africa
2009,4,74.9,1.63,1336013,Europe
2009,53.6,61.2,5.04,85302099,Africa
2009,20.3,64.9,2.7,851854,Oceania
2009,2.6,79.8,1.86,5340485,Europe
2009,3.5,81.2,1.98,62640901,Europe
2009,NA,75.38,2.13,265412,Oceania
2009,44.2,62.1,4.25,1507428,Africa
2009,52.6,66,5.8,1638899,Africa
2009,16,72.1,1.81,4298591,Asia
2009,3.6,80.1,1.38,80519685,Europe
2009,51.7,62.4,4.12,23713164,Africa
2009,4.2,80.2,1.48,11179425,Europe
2009,NA,70.6,2.36,56663,Americas
2009,12,70.9,2.26,104298,Americas
2009,29.3,70.9,4.04,14418033,Americas
2009,73.7,57.5,5.26,10715770,Africa
2009,76.6,53.9,5.18,1596832,Africa
2009,33.7,65.3,2.72,750749,Americas
2009,60,61.7,3.42,9852953,Americas
2009,21.4,71.9,3.21,7383098,Americas
2009,NA,82.66,1.06,6949275,Asia
2009,5.9,74.3,1.35,10034951,Europe
2009,1.9,82.5,2.12,314336,Europe
2009,48.2,65,2.6,1214182182,Asia
2009,28.5,69.6,2.46,238465165,Asia
2009,17.3,73.4,1.89,73370982,Asia
2009,30.6,67.1,4.28,29970634,Asia
2009,3.6,80.3,2,4558603,Europe
2009,3.8,81,2.92,7262964,Asia
2009,3.5,81.6,1.42,59467196,Europe
2009,15.9,74.8,2.36,2729575,Americas
2009,2.4,82.7,1.36,127340884,Asia
2009,18.3,77.5,3.53,6266865,Asia
2009,21.1,68.2,2.54,16098356,Asia
2009,44.3,61.9,4.69,39269988,Africa
2009,48.9,61.7,3.09,100566,Oceania
2009,3.7,80.1,1.25,48807036,Asia
2009,9.5,77.4,2.68,2881243,Asia
2009,28.4,67.7,2.9,5380310,Asia
2009,61,63.3,3.37,6153153,Asia
2009,8.6,73.3,1.53,2117307,Europe
2009,9.2,77.9,1.54,4181742,Asia
2009,78.8,45.5,3.27,1990413,Africa
2009,68.6,60.3,5.11,3821498,Africa
2009,15.1,75.7,2.58,6208680,Africa
2009,6.1,73.6,1.45,3172436,Europe
2009,2,81.2,1.63,496257,Europe
2009,NA,79.54,0.97,521405,Asia
2009,9.6,74.7,1.46,2058920,Europe
2009,43.8,62.3,4.72,20495706,Africa
2009,59.6,53.9,5.71,14329056,Africa
2009,6.9,74.3,2.02,27661017,Asia
2009,12.4,78.9,2.36,326713,Asia
2009,85,58.9,6.83,14694565,Africa
2009,5.7,81.2,1.38,409475,Europe
2009,71.1,68.2,4.89,3501927,Africa
2009,13.6,73.2,1.54,1242954,Africa
2009,15,75.3,2.31,116815612,Americas
2009,33.8,68.1,3.52,103961,Oceania
2009,14.9,70.6,1.48,4095813,Europe
2009,26.8,65,2.41,2669572,Asia
2009,6.8,76.3,1.71,620870,Europe
2009,29.6,73.5,2.51,31714958,Africa
2009,74.3,54.4,5.48,23647815,Africa
2009,39.2,60.3,3.3,2152357,Africa
2009,38.1,68.7,2.76,26592666,Asia
2009,3.8,80.6,1.79,16575173,Europe
2009,NA,75.47,2.21,242891,Oceania
2009,5.2,80.5,2.13,4329124,Oceania
2009,22.7,77.1,2.68,5666595,Americas
2009,68.9,58.6,7.59,15672194,Africa
2009,84.3,60.3,6.02,155207145,Africa
2009,2.7,80.8,1.98,4830371,Europe
2009,10.1,76.2,2.89,2762073,Asia
2009,74.8,64.3,3.51,166520983,Asia
2009,17.5,77.3,2.58,3559401,Americas
2009,51.6,58.8,4.01,6693799,Oceania
2009,21,74,3.01,6127847,Americas
2009,17.1,78.2,2.55,29001563,Americas
2009,25.4,69.9,3.2,91641881,Asia
2009,5.3,75.7,1.35,38551489,Europe
2009,3.2,79.6,1.34,10590260,Europe
2009,NA,77.1,1.68,3718473,Americas
2009,7.9,78.5,2.13,1591151,Asia
2009,13,73.3,1.36,20510263,Europe
2009,10.9,68.8,1.54,143126660,Europe
2009,47.3,64.3,4.95,10024594,Africa
2009,14.3,74.3,2,175196,Americas
2009,18.8,71.1,2.09,109255,Americas
2009,17,70.4,4.39,184700,Oceania
2009,15.1,78.5,2.9,27409491,Asia
2009,48.3,63.9,5.08,12581624,Africa
2009,6.8,74.6,1.39,9087019,Europe
2009,12.2,73,2.27,92360,Africa
2009,111.7,54.2,5.03,5647194,Africa
2009,2.2,81,1.26,4965105,Asia
2009,7.3,75.2,1.33,5401951,Europe
2009,2.8,79.1,1.46,2042804,Europe
2009,27,62.4,4.3,514767,Oceania
2009,41.1,53.9,2.5,50992034,Africa
2009,4.1,81.5,1.44,46295191,Europe
2009,9.7,74.1,2.34,20078873,Asia
2009,54.5,65.7,4.71,35297298,Africa
2009,22.7,70.5,2.37,512522,Americas
2009,65.8,45.9,3.63,1173529,Africa
2009,2.5,81.2,1.94,9303432,Europe
2009,3.9,82,1.49,7737316,Europe
2009,13.7,76.3,3.12,20566871,Asia
2009,46,70,3.74,7414960,Asia
2009,45.6,60.8,5.49,44222113,Africa
2009,12.9,74,1.46,66548197,Asia
2009,55.3,70.4,6.36,1041827,Asia
2009,60.9,58,4.84,6219761,Africa
2009,14.8,68.6,3.96,103416,Oceania
2009,21.6,71.8,1.8,1321624,Americas
2009,15.7,77,2.05,10522214,Africa
2009,17.6,78.5,2.12,71261307,Asia
2009,51.7,67.6,2.45,4978960,Asia
2009,52.3,57,6.25,32067125,Africa
2009,10.6,69.6,1.41,45830711,Europe
2009,7.6,75.6,1.9,7705423,Asia
2009,4.6,80,1.89,62221164,Europe
2009,6.4,78.5,2,307231961,Americas
2009,11,76.2,2.09,3362761,Americas
2009,40.8,69.9,2.44,27338109,Asia
2009,23.8,63.6,3.55,230782,Oceania
2009,14.5,74.4,2.5,28558607,Americas
2009,20.5,73.8,4.3,3959988,Asia
2009,20.3,74.3,1.84,87449021,Asia
2009,44.7,66.2,4.66,22954226,Asia
2009,55.6,52.3,5.85,13507849,Africa
2009,57.7,48,3.79,13720997,Africa
2010,14.8,77.2,1.74,2901883,Europe
2010,23.5,76,2.82,36036159,Africa
2010,109.6,57.6,6.22,21219954,Africa
2010,7.7,75.8,2.13,87233,Americas
2010,13,75.8,2.22,41222875,Americas
2010,16.1,73,1.55,2963496,Asia
2010,NA,75.06,1.7,101597,Americas
2010,4.1,82,1.89,22162863,Oceania
2010,3.6,80.5,1.44,8391986,Europe
2010,33.9,70.1,1.97,9099893,Asia
2010,11.4,72.7,1.9,360830,Americas
2010,7.1,78.7,2.14,1261319,Asia
2010,39.2,68.8,2.28,151616777,Asia
2010,13.6,75.2,1.84,279566,Americas
2010,4.7,70.2,1.46,9492122,Europe
2010,3.6,80.1,1.84,10929978,Europe
2010,16.3,71.2,2.8,321609,Americas
2010,71,60.8,5.1,9509798,Africa
2010,34.1,71.4,2.38,720246,Asia
2010,36.8,71.8,3.36,9918245,Americas
2010,6.4,77.9,1.24,3835258,Europe
2010,39.8,55.6,2.76,2047831,Africa
2010,14.8,73.6,1.84,198614208,Americas
2010,7.7,77.1,2.05,393302,Asia
2010,11.2,73.7,1.49,7407297,Europe
2010,69.7,59,5.87,15632066,Africa
2010,63.8,60.4,6.3,9461117,Africa
2010,36.7,67,2.97,14363586,Asia
2010,66.2,57.8,5.02,20590666,Africa
2010,4.9,81.3,1.63,34126173,Americas
2010,23.3,71.1,2.43,490379,Africa
2010,101.7,47.9,4.63,4444973,Africa
2010,93.6,55.8,6.6,11896380,Africa
2010,7.6,78.5,1.86,17015048,Americas
2010,13.5,74.3,1.54,1340968737,Asia
2010,15.9,76.4,2.38,45918101,Americas
2010,63.1,67.7,4.92,698695,Africa
2010,84.8,58.4,6.25,65938712,Africa
2010,42.2,60.4,5.07,4066078,Africa
2010,8.9,79.8,1.85,4545273,Americas
2010,76.9,56.6,4.91,20131707,Africa
2010,4.6,76.7,1.47,4316425,Europe
2010,4.9,77.8,1.47,11308133,Americas
2010,3,80.6,1.48,1103685,Asia
2010,3.4,77.5,1.5,10506617,Europe
2010,3.3,79.4,1.88,5550959,Europe
2010,62.2,62.3,3.6,830802,Africa
2010,27.9,74.4,2.58,9897983,Americas
2010,21.3,75.1,2.66,14934692,Americas
2010,24.3,70.1,2.88,82040994,Africa
2010,17.1,74.1,2.26,6038306,Americas
2010,78.9,58.6,5.14,728710,Africa
2010,39.4,60.1,4.97,4689664,Africa
2010,3.6,76.4,1.63,1332089,Europe
2010,50.8,62.1,4.9,87561814,Africa
2010,20.3,65.2,2.67,859952,Oceania
2010,2.5,80,1.87,5367693,Europe
2010,3.5,81.4,1.98,62961136,Europe
2010,NA,75.62,2.11,268065,Oceania
2010,42.8,63,4.21,1541936,Africa
2010,51.7,66.5,5.8,1693002,Africa
2010,14.9,72.2,1.82,4250132,Asia
2010,3.5,80.3,1.39,80435307,Europe
2010,50.2,62.9,4.05,24317734,Africa
2010,4.1,80.4,1.5,11177509,Europe
2010,NA,70.8,2.2,56546,Americas
2010,11.9,71,2.24,104677,Americas
2010,28.4,71.2,3.97,14732261,Americas
2010,71.2,57.9,5.17,11012406,Africa
2010,73.4,54.3,5.12,1634196,Africa
2010,33.5,65.5,2.68,753362,Americas
2010,85.5,32.2,3.35,9999617,Americas
2010,20.7,72,3.15,7503875,Americas
2010,NA,82.84,1.08,6993570,Asia
2010,5.7,74.6,1.36,10014633,Europe
2010,1.9,82.8,2.12,318042,Europe
2010,46.3,65.4,2.56,1230984504,Asia
2010,27.4,69.8,2.43,241613126,Asia
2010,16.4,73.7,1.9,74253373,Asia
2010,30,67.3,4.21,30868156,Asia
2010,3.5,81,2,4617334,Europe
2010,3.7,81.6,2.92,7420368,Asia
2010,3.4,81.9,1.44,59588007,Europe
2010,15.5,74.8,2.33,2741253,Americas
2010,2.4,82.7,1.37,127319802,Asia
2010,17.8,77.9,3.46,6517912,Asia
2010,19.3,68.5,2.54,16310624,Asia
2010,42.4,62.9,4.62,40328313,Africa
2010,48.3,61.9,3.05,102648,Oceania
2010,3.5,80.4,1.27,49090041,Asia
2010,9.2,78.5,2.67,3059473,Asia
2010,26.5,67.9,2.97,5464567,Asia
2010,59,64.1,3.29,6260544,Asia
2010,8.2,73.9,1.55,2090519,Europe
2010,8.7,78.1,1.51,4337156,Asia
2010,75.2,46.4,3.21,2010586,Africa
2010,65.2,60.8,5.02,3957990,Africa
2010,14.3,75.9,2.53,6265697,Africa
2010,5.6,73.9,1.47,3122835,Europe
2010,1.9,81.3,1.64,507889,Europe
2010,NA,79.75,1,534626,Asia
2010,8.7,75.2,1.45,2062443,Europe
2010,42.1,62.4,4.65,21079532,Africa
2010,57.5,55.4,5.64,14769824,Africa
2010,6.8,74.4,2,28119500,Asia
2010,11.2,79.2,2.34,332575,Asia
2010,82.9,59.2,6.84,15167286,Africa
2010,5.6,81.3,1.37,412064,Europe
2010,70.1,68.6,4.84,3591400,Africa
2010,13.3,73.4,1.52,1247951,Africa
2010,14.4,75.4,2.28,118617542,Americas
2010,32.9,68.3,3.46,103619,Oceania
2010,14.7,70.5,1.48,4084483,Europe
2010,25,65.2,2.44,2712657,Asia
2010,6.3,76.5,1.7,621952,Europe
2010,28.5,73.7,2.58,32107739,Africa
2010,71.9,54.4,5.41,24321457,Africa
2010,37.5,61.4,3.23,2193643,Africa
2010,36.3,69,2.62,26875910,Asia
2010,3.7,80.8,1.8,16631571,Europe
2010,NA,75.67,2.19,246345,Oceania
2010,5.1,80.8,2.12,4369027,Oceania
2010,22,77.2,2.63,5737722,Americas
2010,66.1,59.2,7.58,16291990,Africa
2010,81.5,61.2,6.02,159424742,Africa
2010,2.6,81.1,1.95,4891251,Europe
2010,10,76.1,2.9,2943747,Asia
2010,73.5,64.5,3.43,170043918,Asia
2010,17,77.3,2.55,3620506,Americas
2010,50.3,59.1,3.95,6847517,Oceania
2010,20.4,74,2.97,6209877,Americas
2010,16.3,78.4,2.51,29373644,Americas
2010,24.9,70.1,3.15,93038902,Asia
2010,5,76.2,1.37,38574682,Europe
2010,3.1,79.9,1.33,10584837,Europe
2010,NA,77.1,1.66,3709671,Americas
2010,7.7,79.2,2.09,1765513,Asia
2010,12.1,73.7,1.37,20298838,Europe
2010,10.3,68.9,1.57,143158099,Europe
2010,43.8,65.1,4.84,10293669,Africa
2010,14.1,74.5,1.98,177397,Americas
2010,18.6,71.1,2.07,109316,Americas
2010,16,72.6,4.34,186029,Oceania
2010,14.7,78.7,2.83,28090647,Asia
2010,46.7,64.2,5.05,12956791,Africa
2010,6.6,74.8,1.38,9059046,Europe
2010,12.2,73.1,2.26,93081,Africa
2010,107,55,4.94,5775902,Africa
2010,2.2,81.3,1.26,5078961,Asia
2010,7,75.7,1.35,5406896,Europe
2010,2.7,79.5,1.48,2052480,Europe
2010,26.6,62.7,4.24,526177,Oceania
2010,38.2,54.9,2.47,51621594,Africa
2010,3.9,81.8,1.46,46601492,Europe
2010,9.4,75,2.34,20201312,Asia
2010,53.3,66.1,4.64,36114885,Africa
2010,22.1,70.7,2.35,518141,Americas
2010,59.1,46.4,3.56,1193148,Africa
2010,2.5,81.6,1.99,9382297,Europe
2010,3.9,82.3,1.5,7830534,Europe
2010,13.2,76.5,3.08,20720602,Asia
2010,44.7,70.1,3.78,7581696,Asia
2010,42.4,61.4,5.43,45648525,Africa
2010,12.5,74.2,1.44,66692024,Asia
2010,53.1,70.8,6.24,1057122,Asia
2010,59.3,58.7,4.79,6390851,Africa
2010,15,70.7,3.91,103947,Oceania
2010,21,71.8,1.8,1328095,Americas
2010,14.9,77.1,2.04,10639194,Africa
2010,16.4,78.8,2.1,72310416,Asia
2010,50.4,68.1,2.41,5041995,Asia
2010,49.5,57.8,6.16,33149417,Africa
2010,10.1,70.5,1.44,45647497,Europe
2010,7.3,75.6,1.87,8329453,Asia
2010,4.4,80.2,1.9,62716684,Europe
2010,6.3,78.8,1.93,309876170,Americas
2010,10.6,76.2,2.08,3374414,Americas
2010,39.6,70.2,2.41,27739764,Asia
2010,23.9,63.9,3.5,236299,Oceania
2010,14.3,74.9,2.47,28995745,Americas
2010,20.2,74.3,4.22,4068780,Asia
2010,19.8,74.5,1.82,88357775,Asia
2010,42.4,66.6,4.5,23591972,Asia
2010,52.9,53.1,5.81,13917439,Africa
2010,55.8,49.1,3.72,13973897,Africa
2011,14.3,77.4,1.75,2886010,Europe
2011,22.8,76.1,2.83,36717132,Africa
2011,106.8,58.1,6.1,21942296,Africa
2011,7.2,75.9,2.12,88152,Americas
2011,12.7,76,2.2,41655616,Americas
2011,15.3,73.5,1.5,2967984,Asia
2011,NA,75.19,1.69,101936,Americas
2011,3.8,82.2,1.88,22542371,Oceania
2011,3.4,80.7,1.44,8423559,Europe
2011,32.5,70.8,1.96,9227512,Asia
2011,11.1,72.6,1.9,366711,Americas
2011,6.7,78.8,2.12,1306014,Asia
2011,37.2,69.3,2.24,153405612,Asia
2011,13.3,75.2,1.84,280602,Americas
2011,4.3,70.3,1.47,9487674,Europe
2011,3.5,80.2,1.85,11005175,Europe
2011,15.9,71.2,2.76,329193,Americas
2011,69.8,61.1,5.01,9779391,Africa
2011,32.3,71.7,2.32,732246,Asia
2011,35.3,72.1,3.31,10078238,Americas
2011,6.2,78.2,1.26,3832310,Europe
2011,39.9,56.5,2.71,2089706,Africa
2011,14.4,73.8,1.82,200517584,Americas
2011,7.8,76.9,2.03,399443,Asia
2011,10.9,74.2,1.51,7355231,Europe
2011,67.3,59.5,5.78,16106851,Africa
2011,61.6,60.8,6.21,9790151,Africa
2011,33.6,67.6,2.93,14593099,Asia
2011,64.4,58.1,4.94,21119065,Africa
2011,4.7,81.6,1.61,34499905,Americas
2011,22.9,71.4,2.38,495159,Africa
2011,99.7,48.1,4.54,4530903,Africa
2011,91.9,56.1,6.49,12298512,Africa
2011,7.5,78.9,1.84,17201305,Americas
2011,12.5,74.9,1.54,1348174478,Asia
2011,15.4,77,2.35,46406446,Americas
2011,61.3,67.2,4.85,715972,Africa
2011,82.6,58.8,6.15,68087376,Africa
2011,39.6,60.9,5.05,4177435,Africa
2011,8.8,79.9,1.83,4600487,Americas
2011,75,57,4.91,20604172,Africa
2011,4.3,77.1,1.48,4302073,Europe
2011,4.8,77.9,1.46,11323570,Americas
2011,2.9,81.1,1.47,1116644,Asia
2011,3.2,77.8,1.53,10533985,Europe
2011,3.2,79.9,1.76,5576577,Europe
2011,60.5,62.5,3.53,841802,Africa
2011,27.5,74.6,2.55,10027140,Americas
2011,20.7,75.3,2.62,15177280,Americas
2011,23.4,70.4,2.85,83787634,Africa
2011,16.5,74.3,2.24,6055208,Americas
2011,76.6,58.7,5.04,750918,Africa
2011,38.2,60.2,4.88,4789568,Africa
2011,3.2,76.3,1.62,1328068,Europe
2011,48.3,62.9,4.77,89858696,Africa
2011,20.1,65.3,2.64,867327,Oceania
2011,2.4,80.3,1.83,5395816,Europe
2011,3.5,81.6,1.98,63268405,Europe
2011,NA,75.84,2.09,270862,Oceania
2011,41.3,63.3,4.18,1577298,Africa
2011,50.9,67.1,5.79,1749099,Africa
2011,13.8,72.2,1.82,4196401,Asia
2011,3.4,80.5,1.4,80424665,Europe
2011,48.6,63.5,3.99,24928503,Africa
2011,4,80.5,1.51,11153047,Europe
2011,NA,71.2,2.12,56441,Americas
2011,11.8,71,2.22,105070,Americas
2011,27.5,71.6,3.91,15049280,Americas
2011,68.9,58.2,5.09,11316351,Africa
2011,70.3,54.5,5.05,1673509,Africa
2011,33.5,65.6,2.64,755883,Americas
2011,57.5,62.4,3.28,10144890,Americas
2011,19.9,72.2,3.1,7621414,Americas
2011,NA,83.02,1.1,7044211,Asia
2011,5.5,75,1.38,9988846,Europe
2011,1.8,82.9,2.11,321030,Europe
2011,44.4,65.7,2.53,1247446011,Asia
2011,26.3,70.1,2.4,244808254,Asia
2011,15.7,74.1,1.91,75184322,Asia
2011,29.3,67.7,4.15,31867758,Asia
2011,3.4,80.6,2,4652714,Europe
2011,3.5,81.6,2.92,7563334,Asia
2011,3.3,82,1.45,59678993,Europe
2011,15.1,74.6,2.31,2752358,Americas
2011,2.3,82.6,1.39,127252900,Asia
2011,17.3,78.1,3.39,6760371,Asia
2011,17.5,69.1,2.52,16554305,Asia
2011,40.3,63.7,4.54,41419954,Africa
2011,47.5,62.1,3.01,104662,Oceania
2011,3.4,80.6,1.29,49356692,Asia
2011,8.9,79,2.65,3239181,Asia
2011,24.6,68.5,3.03,5553827,Asia
2011,57.1,65,3.2,6366909,Asia
2011,7.8,74.6,1.57,2063661,Europe
2011,8.3,76.6,1.5,4591698,Asia
2011,71.9,46.7,3.15,2032950,Africa
2011,62.1,61.5,4.95,4079574,Africa
2011,13.9,60.5,2.47,6288652,Africa
2011,5,74.3,1.49,3070593,Europe
2011,1.8,81.5,1.65,519981,Europe
2011,NA,79.97,1.03,546682,Asia
2011,7.5,75.6,1.44,2065888,Europe
2011,40.6,62.6,4.59,21678867,Africa
2011,53.8,56.6,5.55,15226813,Africa
2011,6.7,74.6,1.99,28572970,Asia
2011,10.1,79.6,2.31,338618,Asia
2011,81,59.6,6.85,15639115,Africa
2011,5.6,81.3,1.37,414075,Europe
2011,69.2,68.8,4.78,3683221,Africa
2011,13.1,73.7,1.51,1253089,Africa
2011,13.8,75.7,2.25,120365271,Americas
2011,32,68.4,3.4,103476,Oceania
2011,14.5,72.3,1.47,4077811,Europe
2011,23.4,65.6,2.45,2759074,Asia
2011,5.7,76.7,1.69,622957,Europe
2011,27.4,73.9,2.65,32531964,Africa
2011,68.1,54.5,5.34,25016921,Africa
2011,36,62.6,3.17,2240161,Africa
2011,34.6,69.3,2.5,27179237,Asia
2011,3.6,80.9,1.76,16689863,Europe
2011,NA,75.88,2.17,249755,Oceania
2011,5,80.8,2.1,4404483,Oceania
2011,21.3,77.4,2.59,5807787,Americas
2011,63.7,59.6,7.58,16946485,Africa
2011,78.8,62,6.02,163770669,Africa
2011,2.5,81.1,1.88,4953945,Europe
2011,10,76.3,2.9,3210003,Asia
2011,72.1,64.9,3.35,173669648,Asia
2011,16.5,77.4,2.52,3681979,Americas
2011,49.2,59.4,3.9,7001172,Oceania
2011,19.8,74,2.93,6293763,Americas
2011,15.6,78.5,2.48,29759891,Americas
2011,24.4,70.2,3.11,94501233,Asia
2011,4.7,76.5,1.39,38594217,Europe
2011,3.1,80.2,1.33,10558909,Europe
2011,NA,77.4,1.65,3701997,Americas
2011,7.5,79.7,2.06,1905437,Asia
2011,11.5,74.5,1.39,20111664,Europe
2011,9.8,69.8,1.58,143211476,Europe
2011,40,65.3,4.73,10556429,Africa
2011,13.9,74.6,1.96,179278,Americas
2011,18.2,71,2.05,109341,Americas
2011,16,72.7,4.28,187434,Oceania
2011,14.2,78.9,2.76,28788438,Asia
2011,45.3,64.4,5.02,13357003,Africa
2011,6.4,75.1,1.37,9023881,Europe
2011,12.2,73.4,2.23,93810,Africa
2011,102.3,55.6,4.86,5908908,Africa
2011,2.2,81.5,1.27,5190666,Asia
2011,6.8,76.1,1.37,5411377,Europe
2011,2.6,79.9,1.49,2059023,Europe
2011,26.1,63,4.17,537648,Oceania
