Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
ENSMUSG00000092958,Mir5128,0,0,0,0,0,0,0,0
ENSMUSG00000092961,Gm22239,0,0,0,0,0,0,0,0
ENSMUSG00000092963,Gm22238,0,0,0,0,0,0,0,0
ENSMUSG00000092965,Gm22242,0,0,0,0,0,0,0,0
ENSMUSG00000092966,Gm22240,0,0,0,0,0,0,0,0
ENSMUSG00000092972,Mir3078,0,0,0,0,0,0,0,0
ENSMUSG00000092973,Gm25071,0,0,0,0,0,0,0,0
ENSMUSG00000092974,Gm25072,0,0,0,0,0,0,0,0
ENSMUSG00000092978,Gm25070,0,0,0,0,0,0,0,0
ENSMUSG00000092979,Gm25069,0,0,0,0,0,0,0,0
ENSMUSG00000092981,Mir5125,0,0,0,0,0,0,0,0
ENSMUSG00000092985,Mir378b,0,0,0,0,0,0,0,0
ENSMUSG00000092986,Gm25574,0,0,0,0,0,0,0,0
ENSMUSG00000092988,Mir3093,0,0,0,0,0,0,0,0
ENSMUSG00000092990,Mir466q,0,1,0,0,0,0,0,0
ENSMUSG00000092994,Gm23918,0,0,0,0,0,0,0,0
ENSMUSG00000092995,Mir16-1,0,0,0,0,0,0,0,0
ENSMUSG00000092997,Gm23917,0,0,0,0,0,0,0,0
ENSMUSG00000092998,Mir5099,0,0,0,0,0,0,0,0
ENSMUSG00000092999,Gm23921,0,0,0,0,0,0,0,0
ENSMUSG00000093000,Gm24155,0,0,0,0,0,0,0,0
ENSMUSG00000093002,Gm24154,0,0,0,0,0,0,0,0
ENSMUSG00000093003,Mir3473c,0,0,0,0,0,0,0,0
ENSMUSG00000093004,Gm24158,0,0,0,0,0,0,0,0
ENSMUSG00000093005,Gm24159,0,0,0,0,0,0,0,0
ENSMUSG00000093006,Gm24157,4,1,0,1,0,0,0,0
ENSMUSG00000093007,Mir15a,0,0,0,0,0,0,0,0
ENSMUSG00000093009,Snord52,0,0,0,0,0,0,0,0
ENSMUSG00000093010,Gm22460,0,0,0,0,0,0,0,0
ENSMUSG00000093011,Mir100,0,0,0,0,0,0,0,0
ENSMUSG00000093013,Gm22461,0,0,0,0,0,0,0,0
ENSMUSG00000093014,Gm22464,0,0,0,0,0,0,0,0
ENSMUSG00000093015,Gm22463,0,0,0,0,0,0,0,0
ENSMUSG00000093017,Mir5108,0,0,0,0,0,0,0,0
ENSMUSG00000093019,Gm22466,0,0,0,0,0,0,0,0
ENSMUSG00000093021,Gm25303,0,0,0,0,0,0,0,0
ENSMUSG00000093023,Gm27826,0,0,0,0,0,0,0,0
ENSMUSG00000093024,Gm25299,0,0,0,0,0,0,0,0
ENSMUSG00000093025,Gm25300,0,0,0,0,0,0,0,0
ENSMUSG00000093026,Gm25301,0,0,0,0,0,0,0,0
ENSMUSG00000093029,Gm25306,0,0,0,0,0,0,0,0
ENSMUSG00000093030,Gm23632,0,0,0,0,0,0,0,0
ENSMUSG00000093031,Gm22662,0,0,0,0,0,0,0,0
ENSMUSG00000093032,Gm23631,0,0,0,0,0,0,0,0
ENSMUSG00000093033,Gm23630,0,0,0,0,0,0,0,0
ENSMUSG00000093034,Gm23633,0,0,0,0,0,0,0,0
ENSMUSG00000093036,Mir5127,0,0,0,0,0,0,0,0
ENSMUSG00000093037,Mir3066,0,0,0,0,0,0,0,0
ENSMUSG00000093039,Mir1912,0,0,0,0,0,0,0,0
ENSMUSG00000093040,Gm26141,0,0,0,0,0,0,0,0
ENSMUSG00000093041,Gm26455,0,0,0,0,0,0,0,0
ENSMUSG00000093042,Mir3109,0,0,0,0,0,0,0,0
ENSMUSG00000093044,Snord8,0,0,0,0,1,0,0,1
ENSMUSG00000093046,Mir3081,0,0,0,0,0,0,0,0
ENSMUSG00000093051,Gm24813,0,0,0,0,0,0,0,0
ENSMUSG00000093052,Gm24816,0,0,0,0,0,0,0,0
ENSMUSG00000093054,Gm24811,0,0,0,0,0,0,0,0
ENSMUSG00000093056,Gm24812,0,0,0,0,0,0,0,0
ENSMUSG00000093058,Gm24810,0,0,0,0,0,0,0,0
ENSMUSG00000093059,Gm24809,0,0,0,0,0,0,0,0
ENSMUSG00000093060,Mir5104,0,0,0,0,0,0,0,0
ENSMUSG00000093061,Mir5098,0,0,0,0,0,0,0,0
ENSMUSG00000093063,Gm23152,0,0,0,0,0,0,0,0
ENSMUSG00000093064,Gm23153,0,0,0,0,0,0,0,0
ENSMUSG00000093065,Gm23154,0,0,0,0,0,0,0,0
ENSMUSG00000093067,Gm23156,0,0,0,0,0,0,0,0
ENSMUSG00000093070,Gm25952,0,0,0,0,0,0,0,0
ENSMUSG00000093071,Gm25951,0,0,0,0,0,0,0,0
ENSMUSG00000093072,Gm25950,0,0,0,0,0,0,0,0
ENSMUSG00000093073,Mir124a-2,0,0,0,0,0,0,0,0
ENSMUSG00000093074,Gm25949,0,0,0,0,0,0,0,0
ENSMUSG00000093075,Gm25948,0,0,0,0,0,0,0,0
ENSMUSG00000093076,Mir3082,2,0,3,4,4,5,2,3
ENSMUSG00000093079,Gm25953,1,0,0,0,0,0,0,0
ENSMUSG00000093080,Mir3060,0,0,0,0,0,0,0,0
ENSMUSG00000093081,Mir3075,0,0,0,0,0,0,0,0
ENSMUSG00000093082,Gm24322,0,0,0,0,0,0,0,0
ENSMUSG00000093083,Gm24323,0,0,0,0,0,0,0,0
ENSMUSG00000093085,Gm24325,0,0,0,0,0,0,0,0
ENSMUSG00000093087,Mir3473d,0,0,0,0,0,0,0,0
ENSMUSG00000093089,Gm24321,0,0,0,0,0,0,0,0
ENSMUSG00000093090,Mir3073a,0,0,0,0,0,0,0,0
ENSMUSG00000093091,Mir3089,0,0,0,0,0,0,0,0
ENSMUSG00000093092,Gm22643,0,0,0,0,0,0,0,0
ENSMUSG00000093093,Gm22642,0,0,0,0,0,0,1,1
ENSMUSG00000093096,Mir3968,0,0,0,0,1,0,0,0
ENSMUSG00000093097,Mir3097,0,0,0,0,0,0,0,0
ENSMUSG00000093100,Mir3971,0,0,0,0,0,0,0,0
ENSMUSG00000093101,Gm25533,0,0,0,0,0,0,0,0
ENSMUSG00000093102,Mir3475,0,0,0,0,0,0,0,0
ENSMUSG00000093105,Gm25535,0,0,0,0,0,0,0,0
ENSMUSG00000093106,Gm25534,0,0,0,0,0,0,0,0
ENSMUSG00000093107,Mir1839,0,0,0,0,0,0,0,0
ENSMUSG00000093108,Mir344f,0,0,0,0,0,0,0,0
ENSMUSG00000093112,Gm22701,0,0,0,0,0,0,0,0
ENSMUSG00000093113,Gm22702,0,0,0,0,0,0,0,0
ENSMUSG00000093114,Gm22696,0,0,0,0,0,0,0,0
ENSMUSG00000093115,Gm25972,0,0,0,0,0,0,0,0
ENSMUSG00000093116,Gm22698,0,0,0,0,0,0,0,0
ENSMUSG00000093117,Gm22699,0,0,0,0,0,0,0,0
ENSMUSG00000093118,Mir3083,0,0,0,0,0,0,0,0
ENSMUSG00000093119,Gm25640,0,0,0,0,0,0,0,0
ENSMUSG00000093120,Mir3474,0,0,0,0,0,0,0,0
ENSMUSG00000093122,Mir1264,0,0,0,0,0,0,0,0
ENSMUSG00000093124,Gm24366,0,0,0,0,0,0,0,0
ENSMUSG00000093125,Gm24365,0,0,0,0,0,0,0,0
ENSMUSG00000093128,Gm24369,0,0,0,0,0,0,0,0
ENSMUSG00000093129,Gm24368,0,0,0,0,0,0,0,0
ENSMUSG00000093132,Gm25993,0,0,0,0,0,0,0,0
ENSMUSG00000093133,Gm25994,0,0,0,0,0,0,0,0
ENSMUSG00000093134,Gm25996,0,0,0,0,0,0,0,0
ENSMUSG00000093137,Gm25995,0,0,0,0,0,0,0,0
ENSMUSG00000093138,Gm25998,0,0,0,0,0,0,0,0
ENSMUSG00000093139,Gm25999,0,0,0,0,0,0,0,0
ENSMUSG00000093140,Mir28b,0,0,0,0,0,0,0,0
ENSMUSG00000093142,Mir3106,0,0,0,0,0,0,0,0
ENSMUSG00000093147,Gm23369,0,0,0,0,0,0,0,0
ENSMUSG00000093148,Gm23375,0,0,0,0,0,0,0,0
ENSMUSG00000093149,Gm23374,0,0,0,0,0,0,0,0
ENSMUSG00000093152,Gm25032,0,0,0,0,0,0,0,0
ENSMUSG00000093153,Gm25033,0,0,0,0,0,0,0,0
ENSMUSG00000093155,Gm25035,0,0,0,0,0,0,0,0
ENSMUSG00000093156,Mir3076,0,0,0,0,0,0,0,0
ENSMUSG00000093157,Mir3098,0,0,0,0,0,0,0,0
ENSMUSG00000093158,Gm25036,0,0,0,0,0,0,0,0
ENSMUSG00000093159,Gm25037,0,0,0,0,0,0,0,0
ENSMUSG00000093160,Gm22773,0,0,0,0,0,0,0,0
ENSMUSG00000093161,Gm22183,0,0,0,0,0,0,0,0
ENSMUSG00000093162,Gm22184,0,0,0,0,0,0,0,0
ENSMUSG00000093163,Gm22994,0,0,0,0,0,0,0,0
ENSMUSG00000093164,Gm22993,0,0,0,0,0,0,0,0
ENSMUSG00000093167,Mir5131,0,0,0,0,0,0,0,0
ENSMUSG00000093168,Gm22990,1,0,1,1,0,0,0,0
ENSMUSG00000093169,Mir3079,0,0,0,0,0,0,0,0
ENSMUSG00000093170,Gm23873,0,0,0,0,0,0,0,0
ENSMUSG00000093172,Mir3112,0,0,0,0,0,0,0,0
ENSMUSG00000093173,Gm23872,0,0,0,0,0,0,0,0
ENSMUSG00000093176,Mir5119,0,0,0,0,0,0,0,0
ENSMUSG00000093178,Snord87,0,2,3,6,1,2,2,3
ENSMUSG00000093180,Gm25690,0,0,0,0,0,0,0,0
ENSMUSG00000093183,Gm25687,0,0,0,0,0,0,0,0
ENSMUSG00000093184,Gm25693,0,0,0,0,0,0,0,0
ENSMUSG00000093185,Gm25692,0,0,0,0,0,0,0,0
ENSMUSG00000093187,Mir344-2,0,0,0,0,0,0,0,0
ENSMUSG00000093189,Gm25694,0,0,0,0,0,0,0,0
ENSMUSG00000093190,Gm22875,0,0,0,0,0,0,0,0
ENSMUSG00000093191,Gm22876,0,0,0,0,0,0,0,0
ENSMUSG00000093192,Gm22877,0,0,0,0,0,0,0,0
ENSMUSG00000093202,Mir3547,0,0,0,0,0,0,0,0
ENSMUSG00000093203,Gm22411,0,0,0,0,0,0,0,0
ENSMUSG00000093206,Gm22413,0,0,0,0,0,0,0,0
ENSMUSG00000093207,Gm22414,0,0,0,0,0,0,0,0
ENSMUSG00000093208,Gm27325,0,0,0,0,0,0,0,0
ENSMUSG00000093211,Gm25250,0,0,0,0,0,0,0,0
ENSMUSG00000093212,Gm25249,0,0,0,0,0,0,0,0
ENSMUSG00000093214,Gm25248,0,0,0,0,0,0,0,0
ENSMUSG00000093215,Mir3103,0,0,0,0,0,0,0,0
ENSMUSG00000093216,Gm25247,0,0,0,0,0,0,0,0
ENSMUSG00000093217,Gm25246,0,0,0,0,0,0,0,0
ENSMUSG00000093218,Gm25252,0,0,0,0,0,0,0,0
ENSMUSG00000093219,Mir3113,0,0,0,0,0,0,0,0
ENSMUSG00000093221,Mir3105,0,0,0,0,0,0,0,0
ENSMUSG00000093223,Gm27903,0,0,0,0,0,0,0,0
ENSMUSG00000093224,Gm25750,0,0,0,0,0,0,0,0
ENSMUSG00000093226,Gm25749,0,0,0,0,0,0,0,0
ENSMUSG00000093227,Mir1251,0,0,0,0,0,0,0,0
ENSMUSG00000093228,Gm25748,0,0,0,0,0,0,0,0
ENSMUSG00000093230,Gm24109,0,0,0,0,0,0,0,0
ENSMUSG00000093231,Gm25297,0,0,0,0,0,0,0,0
ENSMUSG00000093232,Gm24111,0,0,0,0,0,0,0,0
ENSMUSG00000093234,Mir3085,0,0,0,0,0,0,0,0
ENSMUSG00000093236,Gm24108,0,0,0,0,0,0,0,0
ENSMUSG00000093238,Mir9-3,0,0,0,0,0,0,0,0
ENSMUSG00000093239,Gm24106,0,0,0,0,0,0,0,0
ENSMUSG00000093240,Gm24573,0,0,0,0,0,0,0,0
ENSMUSG00000093241,Mir3108,0,0,0,0,0,0,0,0
ENSMUSG00000093242,Gm24574,0,0,0,0,0,0,0,0
ENSMUSG00000093243,Gm24575,0,0,0,0,0,0,0,0
ENSMUSG00000093245,Mir677,0,0,0,0,0,0,0,0
ENSMUSG00000093246,Gm24572,0,0,0,0,0,0,0,0
ENSMUSG00000093249,Gm24576,0,0,0,0,0,0,0,0
ENSMUSG00000093251,Gm22932,0,0,0,0,0,0,0,0
ENSMUSG00000093254,Mir5126,0,0,0,0,0,0,0,0
ENSMUSG00000093256,Gm22933,0,0,0,0,0,0,0,0
ENSMUSG00000093258,Gm22929,0,0,0,0,0,0,0,0
ENSMUSG00000093260,Gm23415,0,0,0,0,0,0,0,0
ENSMUSG00000093261,Gm23416,0,0,0,0,0,0,0,0
ENSMUSG00000093262,Gm23413,0,0,0,0,0,0,0,0
ENSMUSG00000093264,Gm23419,0,0,0,0,0,0,0,0
ENSMUSG00000093266,Gm23417,0,0,0,0,0,0,0,0
ENSMUSG00000093269,Mir5124a,0,0,0,0,0,0,0,0
ENSMUSG00000093270,Mir5134,0,0,0,0,0,0,0,0
ENSMUSG00000093271,Gm26233,0,0,0,0,0,0,0,0
ENSMUSG00000093273,Mir3064,0,0,0,0,0,0,0,0
ENSMUSG00000093274,Gm26235,0,0,0,0,0,0,0,0
ENSMUSG00000093276,Gm26237,0,0,0,0,0,0,0,0
ENSMUSG00000093277,Gm26236,0,0,0,0,0,0,0,0
ENSMUSG00000093278,Mir5110,0,0,0,0,0,0,0,0
ENSMUSG00000093279,Gm26238,0,0,0,0,0,0,0,0
ENSMUSG00000093280,Mir2861,0,0,0,0,0,0,0,0
ENSMUSG00000093281,Gm22565,0,0,0,0,0,0,0,0
ENSMUSG00000093282,Gm22566,0,0,0,0,0,0,0,0
ENSMUSG00000093283,Gm22567,0,0,0,0,0,0,0,0
ENSMUSG00000093286,Gm22569,0,0,0,0,0,0,0,0
ENSMUSG00000093289,Snord92,0,1,0,0,0,0,0,0
ENSMUSG00000093290,Mir3572,0,0,0,0,0,0,0,0
ENSMUSG00000093291,Mir299b,0,0,0,0,0,0,0,0
ENSMUSG00000093292,Mir5118,0,0,0,0,0,0,0,0
ENSMUSG00000093293,Mir3095,0,0,0,0,0,0,0,0
ENSMUSG00000093294,Gm25399,0,0,0,0,0,0,0,0
ENSMUSG00000093296,Mir3102,0,0,0,0,0,0,0,0
ENSMUSG00000093298,Mir3473b,0,0,0,0,0,0,0,0
ENSMUSG00000093300,Gm23799,0,0,0,0,0,0,0,0
ENSMUSG00000093301,Gm23798,0,0,0,0,0,0,0,0
ENSMUSG00000093302,Gm23801,0,0,0,0,0,0,0,0
ENSMUSG00000093303,Gm23800,0,0,0,0,0,0,0,0
ENSMUSG00000093306,Gm23802,0,0,0,0,0,0,0,0
ENSMUSG00000093311,Mir3965,0,0,0,0,0,0,0,0
ENSMUSG00000093314,Mir5136,1,0,0,0,0,0,1,0
ENSMUSG00000093315,Mir5114,0,0,0,0,0,0,0,0
ENSMUSG00000093317,Gm25470,0,0,0,0,0,0,0,0
ENSMUSG00000093319,Gm27854,0,0,0,0,0,0,0,0
ENSMUSG00000093322,Gm24971,0,0,0,0,0,0,0,0
ENSMUSG00000093323,Gm24970,0,0,0,0,0,0,0,0
ENSMUSG00000093325,Gm26061,0,0,0,0,0,0,0,0
ENSMUSG00000093327,Mir5107,0,0,0,0,0,0,0,0
ENSMUSG00000093329,Gm24973,0,0,0,0,0,0,0,0
ENSMUSG00000093331,Gm22120,0,0,0,0,0,0,0,0
ENSMUSG00000093334,Gm22118,0,0,0,0,0,0,0,0
ENSMUSG00000093335,Gm22119,0,0,0,0,0,0,0,0
ENSMUSG00000093336,Mir1954,0,0,0,0,0,0,0,0
ENSMUSG00000093338,Mir3090,0,0,0,0,0,0,0,0
ENSMUSG00000093340,Gm26117,0,0,0,0,0,0,0,0
ENSMUSG00000093341,Gm26116,0,0,0,0,0,0,0,0
ENSMUSG00000093342,Gm26119,0,0,0,0,0,0,0,0
ENSMUSG00000093344,Gm26113,0,0,0,0,0,0,0,0
ENSMUSG00000093345,Gm27956,0,0,0,0,0,0,0,0
ENSMUSG00000093346,Gm26115,0,0,0,0,0,0,0,0
ENSMUSG00000093348,Mir3101,0,0,0,0,0,0,0,0
ENSMUSG00000093351,Mir3072,0,0,0,0,0,0,0,0
ENSMUSG00000093352,Gm23291,0,0,0,0,0,0,0,0
ENSMUSG00000093354,Mir125b-1,0,0,0,0,0,0,0,0
ENSMUSG00000093355,Snora26,0,0,0,0,0,0,0,0
ENSMUSG00000093356,Gm23289,0,0,0,0,0,0,0,0
ENSMUSG00000093358,Mir3063,0,0,0,0,0,0,0,0
ENSMUSG00000093359,Gm23292,0,0,0,0,0,0,0,0
ENSMUSG00000093362,Gm22802,0,0,0,0,0,0,0,0
ENSMUSG00000093363,Gm22002,0,0,0,0,0,0,0,0
ENSMUSG00000093365,Gm22801,0,0,0,0,0,0,0,0
ENSMUSG00000093368,Gm22800,0,0,0,0,0,0,0,0
ENSMUSG00000093373,Gm23075,0,0,0,0,0,0,0,0
ENSMUSG00000093376,Vmn1r23,0,0,0,0,0,0,0,0
ENSMUSG00000093378,Gm20663,0,0,0,0,0,0,0,0
ENSMUSG00000093379,Vmn1r31,0,0,0,0,0,0,0,0
ENSMUSG00000093380,Gm20685,0,0,0,0,0,0,0,0
ENSMUSG00000093381,Gm20615,0,0,0,0,0,0,0,0
ENSMUSG00000093382,Vmn1r-ps14,0,0,0,0,0,0,0,0
ENSMUSG00000093383,Gm20642,0,0,0,0,0,0,0,0
ENSMUSG00000093384,Gm20689,0,0,0,0,0,0,0,0
ENSMUSG00000093385,A330044P14Rik,2,3,0,3,1,1,0,0
ENSMUSG00000093386,1700120O09Rik,0,0,0,0,0,0,0,0
ENSMUSG00000093387,Gm20732,0,0,0,0,0,0,0,0
ENSMUSG00000093388,Gm22655,0,0,0,0,0,0,0,0
ENSMUSG00000093390,Gm20652,1,0,0,0,0,0,0,0
ENSMUSG00000093392,Gm6061,1,0,1,0,0,0,0,0
ENSMUSG00000093394,Gm20621,0,0,0,0,0,0,0,0
ENSMUSG00000093395,Vmn2r-ps6,0,0,0,0,0,0,0,0
ENSMUSG00000093397,Obox4-ps29,0,0,0,0,0,0,0,0
ENSMUSG00000093398,Vmn1r-ps11,0,0,0,0,0,0,0,0
ENSMUSG00000093400,Gm20647,0,0,0,0,0,0,0,0
ENSMUSG00000093401,Vmn2r-ps126,0,0,0,0,0,0,0,0
ENSMUSG00000093402,Gm18588,0,0,0,0,0,1,0,0
ENSMUSG00000093403,Mir5616,0,0,0,0,0,0,0,0
ENSMUSG00000093404,Gm25190,0,0,0,0,0,0,0,1
ENSMUSG00000093405,Gm20684,0,0,0,0,0,0,0,0
ENSMUSG00000093406,Rpl48-ps1,0,0,0,0,0,0,0,0
ENSMUSG00000093408,Mir5617,0,0,0,0,0,0,0,0
ENSMUSG00000093409,Gm25193,0,0,0,0,0,0,0,0
ENSMUSG00000093410,Gm20638,0,0,0,0,0,0,0,0
ENSMUSG00000093411,Vmn1r17,0,0,0,0,0,0,0,0
ENSMUSG00000093413,Snora15,0,0,0,0,0,0,0,0
ENSMUSG00000093414,Gm20698,0,0,0,0,0,0,0,0
ENSMUSG00000093416,Gm18294,0,0,0,0,0,0,0,0
ENSMUSG00000093418,Vmn1r-ps50,0,0,0,0,0,0,0,0
ENSMUSG00000093419,Gm19898,0,0,0,0,0,1,0,0
ENSMUSG00000093420,Obox4-ps33,0,0,0,0,0,0,0,0
ENSMUSG00000093421,Obox3-ps6,0,0,0,0,0,0,0,0
ENSMUSG00000093424,6330562C20Rik,2,1,1,1,3,1,3,4
ENSMUSG00000093426,Vmn2r-ps123,0,0,0,0,0,0,0,0
ENSMUSG00000093427,Gm18513,0,0,0,0,0,0,0,0
ENSMUSG00000093428,Gm26318,0,0,0,0,0,0,0,0
ENSMUSG00000093429,Vmn1r-ps145,0,0,0,0,0,0,0,0
ENSMUSG00000093433,Gm18415,0,0,0,0,0,0,0,0
ENSMUSG00000093434,Vmn2r-ps11,0,0,0,0,0,0,0,0
ENSMUSG00000093436,Gm20646,0,0,0,0,0,0,0,0
ENSMUSG00000093437,Gm20702,0,0,0,0,0,0,0,0
ENSMUSG00000093441,Mir5710,0,0,0,0,0,0,0,0
ENSMUSG00000093443,Gm22871,0,0,0,0,0,0,0,0
ENSMUSG00000093444,Vmn1r-ps152,0,0,0,0,0,0,0,0
ENSMUSG00000093445,Lrch4,0,0,0,0,0,0,0,0
ENSMUSG00000093446,Gm20694,0,0,0,0,0,0,0,0
ENSMUSG00000093447,Gm5139,0,0,0,0,1,0,0,0
ENSMUSG00000093449,Vmn1r-ps149,0,0,0,0,0,0,0,0
ENSMUSG00000093451,Vmn1r24,0,0,0,0,0,0,0,0
ENSMUSG00000093452,Zfhx2os,0,0,0,0,0,0,0,0
ENSMUSG00000093453,Vmn1r-ps146,0,0,0,0,0,0,0,0
ENSMUSG00000093454,Vmn1r-ps143,0,0,0,0,0,0,0,0
ENSMUSG00000093456,Gm20662,0,0,0,0,0,0,0,0
ENSMUSG00000093458,Gm20688,0,0,0,0,0,0,0,0
ENSMUSG00000093460,Six3os1,0,0,0,0,0,0,0,0
ENSMUSG00000093461,Vmn1r-ps21,0,0,0,0,0,0,0,0
ENSMUSG00000093465,Gm20682,4,2,0,0,1,5,0,0
ENSMUSG00000093467,Gm20659,13,14,24,18,13,15,30,27
ENSMUSG00000093469,Vmn2r-ps127,0,0,0,0,0,0,0,0
ENSMUSG00000093472,4930438E09Rik,0,0,0,0,0,0,0,0
ENSMUSG00000093473,Gm20620,0,0,0,0,0,0,0,0
ENSMUSG00000093474,Vmn2r-ps12,0,0,0,0,0,0,0,0
ENSMUSG00000093476,Gm22355,0,0,0,0,0,0,0,0
ENSMUSG00000093479,Gm20629,0,0,0,0,0,0,0,0
ENSMUSG00000093480,Mir5624,0,0,0,0,0,0,0,0
ENSMUSG00000093482,Gm20619,0,0,0,0,0,0,0,0
ENSMUSG00000093483,AA465934,5,2,3,6,7,2,5,6
ENSMUSG00000093484,Gm20657,0,0,0,0,0,0,0,0
ENSMUSG00000093485,Gm20708,0,0,0,0,0,0,0,0
ENSMUSG00000093487,Vmn1r-ps48,0,0,0,0,0,0,0,0
ENSMUSG00000093489,Gm20625,0,0,0,0,0,0,0,0
ENSMUSG00000093490,Gm19932,0,0,0,0,0,0,0,0
ENSMUSG00000093492,Gm20651,0,0,0,0,0,0,0,0
ENSMUSG00000093493,Vmn2r-ps133,0,0,0,0,0,0,0,0
ENSMUSG00000093495,Gm23368,0,0,0,0,0,0,0,0
ENSMUSG00000093497,Gm20713,0,0,2,1,0,0,0,0
ENSMUSG00000093498,Mir5615-2,0,0,0,0,0,0,0,0
ENSMUSG00000093499,Gm25442,0,0,0,0,0,0,0,0
ENSMUSG00000093501,Vmn1r22,0,0,0,0,0,0,0,0
ENSMUSG00000093502,Gm20700,0,0,0,0,0,0,0,0
ENSMUSG00000093503,Vmn2r-ps4,0,0,0,0,0,0,0,0
ENSMUSG00000093504,Vmn1r-ps24,0,0,0,0,0,0,0,0
ENSMUSG00000093505,Gm20691,0,0,0,0,0,0,0,0
ENSMUSG00000093507,Gm20627,0,0,1,0,1,2,0,2
ENSMUSG00000093508,Mir5709,0,0,0,0,0,0,0,0
ENSMUSG00000093509,Obox3-ps3,0,0,0,0,0,0,0,0
ENSMUSG00000093510,Vmn2r-ps21,0,0,0,0,0,0,0,0
ENSMUSG00000093511,Gm20680,0,0,0,0,0,0,0,0
ENSMUSG00000093513,Obox4-ps31,0,0,0,0,0,0,0,0
ENSMUSG00000093514,Gm28727,0,0,1,1,1,0,0,2
ENSMUSG00000093515,Mir1231,0,0,0,0,0,0,0,0
ENSMUSG00000093516,Gm19553,0,0,0,0,0,0,0,0
ENSMUSG00000093518,Vmn1r-ps22,0,0,0,0,0,0,0,0
ENSMUSG00000093519,Gm20345,0,0,0,0,0,0,0,0
ENSMUSG00000093520,Vmn1r-ps9,0,0,0,0,0,0,0,0
ENSMUSG00000093522,Vmn1r-ps19,0,0,0,0,0,0,0,0
ENSMUSG00000093523,Vmn1r16,0,0,0,0,0,0,0,0
ENSMUSG00000093525,Gm8974,0,0,0,0,1,0,0,0
ENSMUSG00000093528,Nrg3os,0,0,0,0,0,0,0,0
ENSMUSG00000093529,Gm25397,0,0,0,0,0,0,0,0
ENSMUSG00000093530,Vmn1r-ps12,0,0,0,0,0,0,0,0
ENSMUSG00000093531,Vmn2r-ps117,0,0,0,0,0,0,0,0
ENSMUSG00000093533,Vmn2r-ps119,0,0,0,1,0,0,0,0
ENSMUSG00000093534,Vmn1r-ps51,0,0,0,0,0,0,0,0
ENSMUSG00000093535,4930533I22Rik,0,0,0,0,0,0,0,0
ENSMUSG00000093536,Smim17,0,0,0,0,0,0,0,0
ENSMUSG00000093537,Gm7584,0,0,0,0,0,0,0,0
ENSMUSG00000093538,Gm20711,0,0,0,0,0,0,0,0
ENSMUSG00000093539,Mir5621,0,0,0,0,0,0,0,0
ENSMUSG00000093540,4930505M18Rik,0,0,0,0,0,0,0,0
ENSMUSG00000093541,Gm20660,0,0,0,0,0,0,0,0
ENSMUSG00000093543,Gm8473,0,0,0,0,0,0,0,0
ENSMUSG00000093544,Gm20613,0,0,0,0,0,0,0,0
ENSMUSG00000093545,Gm5871,0,0,0,0,0,0,0,0
ENSMUSG00000093546,Vmn2r-ps7,0,0,0,0,0,0,0,0
ENSMUSG00000093547,Gm20674,0,0,0,0,0,0,0,0
ENSMUSG00000093548,Gm6407,0,0,0,0,0,0,0,0
ENSMUSG00000093549,Obox4-ps36,0,0,0,0,0,0,0,0
ENSMUSG00000093550,Higd1c,0,0,0,0,0,0,0,0
ENSMUSG00000093551,4930505G20Rik,0,0,0,0,0,0,0,0
ENSMUSG00000093552,Gm5777,0,0,0,0,0,0,0,0
ENSMUSG00000093553,Gm20633,0,0,0,0,0,0,0,0
ENSMUSG00000093554,Obox4-ps26,0,0,0,0,0,0,0,0
ENSMUSG00000093556,Gm20641,0,0,0,0,0,0,0,0
ENSMUSG00000093557,4930555M17Rik,0,0,0,0,0,0,0,0
ENSMUSG00000093559,Gm20705,0,0,0,0,0,0,0,0
ENSMUSG00000093560,Gm6695,0,0,0,0,0,0,0,0
ENSMUSG00000093561,Gm20699,0,0,0,0,0,0,0,0
ENSMUSG00000093562,Gm23090,0,0,0,0,0,0,0,0
ENSMUSG00000093563,Gm20630,0,0,0,0,0,0,0,0
ENSMUSG00000093564,Gm18396,0,0,0,0,0,0,0,0
ENSMUSG00000093565,Rab26os,2,1,2,3,2,0,1,2
ENSMUSG00000093567,Obox4-ps8,0,0,0,0,0,0,0,0
ENSMUSG00000093568,Gm20611,0,0,0,0,0,0,0,0
ENSMUSG00000093570,Gm20714,0,0,0,0,0,0,0,0
ENSMUSG00000093571,Gm24757,0,0,0,0,0,0,0,0
ENSMUSG00000093572,Gm24756,0,0,0,0,0,0,0,0
ENSMUSG00000093573,Gm20610,0,0,0,0,0,0,0,0
ENSMUSG00000093574,Gm20671,0,0,0,0,0,0,0,0
ENSMUSG00000093575,Gm20695,0,0,0,0,0,0,0,0
ENSMUSG00000093577,Gm20632,0,0,0,0,0,0,0,0
ENSMUSG00000093579,Gm20036,0,0,0,0,2,0,0,0
ENSMUSG00000093580,Gm20706,0,0,0,0,0,0,0,0
ENSMUSG00000093581,Gm18006,0,0,0,0,0,0,0,0
ENSMUSG00000093582,Vmn2r-ps115,0,0,0,0,0,0,0,0
ENSMUSG00000093584,Obox3-ps2,0,0,0,0,0,0,0,0
ENSMUSG00000093587,Gm20554,0,0,0,0,0,0,0,0
ENSMUSG00000093588,Vmn1r-ps23,0,0,0,0,0,0,0,0
ENSMUSG00000093589,Gm18367,0,0,0,0,0,0,0,0
