"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"A_32_P204205"	"1"	"0.894775"	"-0.1378829"	"-4.61"	"-0.06702285"	"SIX4"	"SIX homeobox 4"
"A_32_P221076"	"1"	"0.894846"	"0.1377899"	"-4.61"	"0.07768512"	"ZC3H11A"	"zinc finger CCCH-type containing 11A"
"A_23_P160240"	"1"	"0.894856"	"0.1377767"	"-4.61"	"0.06456233"	"ACP6"	"acid phosphatase 6, lysophosphatidic"
"A_23_P502224"	"1"	"0.894873"	"-0.1377534"	"-4.61"	"-0.06214132"	"CYB5R3"	"cytochrome b5 reductase 3"
"A_24_P376391"	"1"	"0.894876"	"-0.1377501"	"-4.61"	"-0.10657593"	"PLXND1"	"plexin D1"
"A_23_P258504"	"1"	"0.894876"	"-0.1377494"	"-4.61"	"-0.07835162"	""	""
"A_23_P254061"	"1"	"0.894904"	"0.1377136"	"-4.61"	"0.10845252"	""	""
"A_23_P156568"	"1"	"0.894915"	"0.1376988"	"-4.61"	"0.06762641"	"KLHDC3"	"kelch domain containing 3"
"A_23_P395705"	"1"	"0.894939"	"0.1376669"	"-4.61"	"0.08391664"	""	""
"A_24_P136155"	"1"	"0.894945"	"0.1376586"	"-4.61"	"0.08536964"	""	""
"A_24_P13649"	"1"	"0.894949"	"-0.1376538"	"-4.61"	"-0.08606431"	"INF2"	"inverted formin, FH2 and WH2 domain containing"
"A_23_P148519"	"1"	"0.894953"	"0.1376487"	"-4.61"	"0.06231358"	"FAM156A"	"family with sequence similarity 156 member A"
"A_23_P123666"	"1"	"0.894956"	"-0.1376447"	"-4.61"	"-0.06237124"	"TBC1D2"	"TBC1 domain family member 2"
"A_23_P432610"	"1"	"0.894969"	"-0.1376274"	"-4.61"	"-0.06661707"	"N4BP1"	"NEDD4 binding protein 1"
"A_23_P215479"	"1"	"0.894986"	"0.1376052"	"-4.61"	"0.0852836"	"CLIP2"	"CAP-Gly domain containing linker protein 2"
"A_24_P402825"	"1"	"0.894987"	"0.1376032"	"-4.61"	"0.08377744"	"CACNA2D3"	"calcium voltage-gated channel auxiliary subunit alpha2delta 3"
"A_23_P14414"	"1"	"0.895004"	"-0.1375814"	"-4.61"	"-0.0857696"	"EDDM3B"	"epididymal protein 3B"
"A_24_P263524"	"1"	"0.895011"	"-0.1375722"	"-4.61"	"-0.06263108"	"TXNDC9"	"thioredoxin domain containing 9"
"A_24_P89987"	"1"	"0.895024"	"-0.1375544"	"-4.61"	"-0.07711078"	"EPB41L4B"	"erythrocyte membrane protein band 4.1 like 4B"
"A_24_P46093"	"1"	"0.895033"	"0.1375433"	"-4.61"	"0.08885254"	"SLC6A6"	"solute carrier family 6 member 6"
"A_24_P544543"	"1"	"0.895058"	"0.1375096"	"-4.61"	"0.1299043"	""	""
"A_23_P14734"	"1"	"0.895066"	"-0.1374995"	"-4.61"	"-0.0684638"	"RPS27L"	"ribosomal protein S27 like"
"A_23_P78975"	"1"	"0.895075"	"0.1374869"	"-4.61"	"0.07581903"	""	""
"A_23_P73345"	"1"	"0.895085"	"0.1374737"	"-4.61"	"0.0843226"	"MITF"	"melanogenesis associated transcription factor"
"A_23_P2143"	"1"	"0.895118"	"-0.1374311"	"-4.61"	"-0.06248671"	"SPCS2"	"signal peptidase complex subunit 2"
"A_23_P53324"	"1"	"0.895127"	"0.1374191"	"-4.61"	"0.06363495"	"OGFOD2"	"2-oxoglutarate and iron dependent oxygenase domain containing 2"
"A_23_P430181"	"1"	"0.895127"	"-0.1374188"	"-4.61"	"-0.06407513"	"ZBTB3"	"zinc finger and BTB domain containing 3"
"A_23_P80773"	"1"	"0.895154"	"0.137383"	"-4.61"	"0.08355665"	"SRPRB"	"SRP receptor beta subunit"
"A_23_P93169"	"1"	"0.89516"	"-0.1373744"	"-4.61"	"-0.07514397"	"LGSN"	"lengsin, lens protein with glutamine synthetase domain"
"A_23_P81484"	"1"	"0.8952"	"-0.1373226"	"-4.61"	"-0.09866769"	""	""
"A_24_P159548"	"1"	"0.895211"	"0.1373076"	"-4.61"	"0.07727139"	"SLC46A1"	"solute carrier family 46 member 1"
"A_32_P75902"	"1"	"0.895212"	"0.1373063"	"-4.61"	"0.0727337"	"MEIOB"	"meiosis specific with OB domains"
"A_23_P28397"	"1"	"0.895237"	"-0.1372727"	"-4.61"	"-0.07160228"	""	""
"A_23_P11841"	"1"	"0.895243"	"-0.1372652"	"-4.61"	"-0.07142968"	"ATP2B4"	"ATPase plasma membrane Ca2+ transporting 4"
"A_23_P9662"	"1"	"0.895249"	"0.137257"	"-4.61"	"0.06190733"	"IPP"	"intracisternal A particle-promoted polypeptide"
"A_32_P80610"	"1"	"0.89526"	"-0.1372436"	"-4.61"	"-0.1208674"	"LOC100288860"	"uncharacterized LOC100288860"
"A_24_P187651"	"1"	"0.89527"	"-0.1372305"	"-4.61"	"-0.0776329"	"CLN3"	"CLN3, battenin"
"A_32_P225209"	"1"	"0.895301"	"0.1371891"	"-4.61"	"0.11205036"	""	""
"A_24_P521662"	"1"	"0.895302"	"0.1371882"	"-4.61"	"0.11367986"	""	""
"A_23_P343900"	"1"	"0.895305"	"0.1371831"	"-4.61"	"0.08171102"	"IGHV5-78"	"immunoglobulin heavy variable 5-78 (pseudogene)"
"A_24_P930448"	"1"	"0.895311"	"-0.1371752"	"-4.61"	"-0.09023458"	""	""
"A_23_P149281"	"1"	"0.895334"	"0.137146"	"-4.61"	"0.1954335"	"EPHA2"	"EPH receptor A2"
"A_32_P86028"	"1"	"0.895377"	"-0.1370882"	"-4.61"	"-0.07040405"	"RPS13"	"ribosomal protein S13"
"A_23_P105212"	"1"	"0.895408"	"0.1370471"	"-4.61"	"0.08190461"	"THRSP"	"thyroid hormone responsive"
"A_24_P237757"	"1"	"0.895429"	"0.13702"	"-4.61"	"0.06896079"	"ZMYM2"	"zinc finger MYM-type containing 2"
"A_24_P56484"	"1"	"0.895445"	"-0.1369982"	"-4.61"	"-0.06686595"	"BRMS1L"	"breast cancer metastasis-suppressor 1-like"
"A_24_P922465"	"1"	"0.895447"	"0.1369962"	"-4.61"	"0.08125538"	""	""
"A_23_P208915"	"1"	"0.89548"	"-0.1369527"	"-4.61"	"-0.08227527"	"DPP9"	"dipeptidyl peptidase 9"
"A_23_P46964"	"1"	"0.895481"	"-0.1369517"	"-4.61"	"-0.06341727"	"HIF1AN"	"hypoxia inducible factor 1 alpha subunit inhibitor"
"A_24_P177353"	"1"	"0.895491"	"0.1369384"	"-4.61"	"0.06235278"	"THOC2"	"THO complex 2"
"A_23_P15714"	"1"	"0.895494"	"-0.1369347"	"-4.61"	"-0.06185592"	"NSF"	"N-ethylmaleimide sensitive factor, vesicle fusing ATPase"
"A_23_P144531"	"1"	"0.895511"	"0.1369117"	"-4.61"	"0.068817"	"ALPK1"	"alpha kinase 1"
"A_32_P232543"	"1"	"0.895518"	"-0.136903"	"-4.61"	"-0.06922524"	""	""
"A_24_P277349"	"1"	"0.895543"	"0.136869"	"-4.61"	"0.07900524"	"SEC31A"	"SEC31 homolog A, COPII coat complex component"
"A_23_P96872"	"1"	"0.895553"	"-0.1368561"	"-4.61"	"-0.06140092"	"HSPB11"	"heat shock protein family B (small) member 11"
"A_24_P932253"	"1"	"0.895563"	"-0.1368436"	"-4.61"	"-0.06878191"	""	""
"A_24_P201919"	"1"	"0.89563"	"0.1367543"	"-4.61"	"0.07592141"	"SYNJ2BP"	"synaptojanin 2 binding protein"
"A_24_P928017"	"1"	"0.895641"	"-0.1367402"	"-4.61"	"-0.0676191"	""	""
"A_24_P9454"	"1"	"0.895644"	"0.1367356"	"-4.61"	"0.06382083"	"OGDH"	"oxoglutarate dehydrogenase"
"A_24_P409361"	"1"	"0.895654"	"0.1367232"	"-4.61"	"0.08896062"	""	""
"A_23_P58117"	"1"	"0.895662"	"-0.1367126"	"-4.61"	"-0.07075889"	"SHROOM3"	"shroom family member 3"
"A_23_P346206"	"1"	"0.895734"	"0.1366177"	"-4.61"	"0.06219181"	"RAE1"	"ribonucleic acid export 1"
"A_23_P397455"	"1"	"0.895734"	"0.1366173"	"-4.61"	"0.0751579"	"ACVR1C"	"activin A receptor type 1C"
"A_23_P165722"	"1"	"0.895751"	"-0.1365955"	"-4.61"	"-0.06169991"	"EIF4E2"	"eukaryotic translation initiation factor 4E family member 2"
"A_23_P368729"	"1"	"0.895792"	"-0.1365402"	"-4.61"	"-0.06459289"	"TFEB"	"transcription factor EB"
"A_23_P93787"	"1"	"0.895801"	"0.1365296"	"-4.61"	"0.08544772"	"HGF"	"hepatocyte growth factor"
"A_23_P71094"	"1"	"0.895909"	"-0.1363858"	"-4.61"	"-0.06131922"	"GCC1"	"GRIP and coiled-coil domain containing 1"
"A_24_P271542"	"1"	"0.89592"	"0.1363717"	"-4.61"	"0.06952988"	"SMDT1"	"single-pass membrane protein with aspartate rich tail 1"
"A_32_P170879"	"1"	"0.896006"	"-0.1362585"	"-4.61"	"-0.06232695"	""	""
"A_24_P283000"	"1"	"0.896022"	"0.1362378"	"-4.61"	"0.06144238"	"DVL3"	"dishevelled segment polarity protein 3"
"A_23_P404893"	"1"	"0.896029"	"0.1362277"	"-4.61"	"0.06212373"	"AFG3L1P"	"AFG3 like matrix AAA peptidase subunit 1, pseudogene"
"A_24_P110983"	"1"	"0.896052"	"-0.1361974"	"-4.61"	"-0.07518183"	"AKT3"	"AKT serine/threonine kinase 3"
"A_32_P77732"	"1"	"0.896058"	"0.13619"	"-4.61"	"0.0844472"	"C16orf82"	"chromosome 16 open reading frame 82"
"A_23_P144746"	"1"	"0.896092"	"-0.1361452"	"-4.61"	"-0.08180754"	"ZNF454"	"zinc finger protein 454"
"A_24_P290719"	"1"	"0.896096"	"0.1361396"	"-4.61"	"0.06268601"	"LOC100128775"	"neural precursor cell expressed, developmentally down-regulated 8 pseudogene"
"A_32_P87631"	"1"	"0.896109"	"-0.1361223"	"-4.61"	"-0.06468386"	""	""
"A_32_P107033"	"1"	"0.896145"	"0.1360752"	"-4.61"	"0.07141659"	""	""
"A_24_P169048"	"1"	"0.896178"	"-0.1360316"	"-4.61"	"-0.07063811"	"RFPL3S"	"RFPL3 antisense"
"A_24_P944336"	"1"	"0.896196"	"0.1360073"	"-4.61"	"0.08424345"	"ELAVL4"	"ELAV like neuron-specific RNA binding protein 4"
"A_32_P737256"	"1"	"0.896234"	"0.1359581"	"-4.61"	"0.0686953"	"LINC00310"	"long intergenic non-protein coding RNA 310"
"A_23_P36166"	"1"	"0.896264"	"0.1359185"	"-4.61"	"0.09414847"	"PIK3C2A"	"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha"
"A_32_P34365"	"1"	"0.896305"	"0.1358634"	"-4.61"	"0.07227615"	""	""
"A_23_P38408"	"1"	"0.896309"	"-0.1358591"	"-4.61"	"-0.0648803"	"GGNBP2"	"gametogenetin binding protein 2"
"A_32_P85676"	"1"	"0.896312"	"0.1358543"	"-4.61"	"0.13718701"	"STK32B"	"serine/threonine kinase 32B"
"A_23_P3792"	"1"	"0.896332"	"0.1358276"	"-4.61"	"0.11655396"	"SLC7A5"	"solute carrier family 7 member 5"
"A_23_P59630"	"1"	"0.896344"	"0.1358125"	"-4.61"	"0.06099371"	"PMS2P3"	"PMS1 homolog 2, mismatch repair system component pseudogene 3"
"A_23_P365705"	"1"	"0.896348"	"-0.1358067"	"-4.61"	"-0.11049052"	"METTL16"	"methyltransferase like 16"
"A_23_P59547"	"1"	"0.896372"	"-0.1357754"	"-4.61"	"-0.0628342"	"NT5C3A"	"5'-nucleotidase, cytosolic IIIA"
"A_32_P168727"	"1"	"0.896395"	"-0.1357446"	"-4.61"	"-0.0696731"	""	""
"A_24_P388810"	"1"	"0.896463"	"0.1356553"	"-4.61"	"0.07353122"	"SRP19"	"signal recognition particle 19"
"A_23_P257945"	"1"	"0.89647"	"-0.1356462"	"-4.61"	"-0.06500088"	"HCCS"	"holocytochrome c synthase"
"A_23_P75033"	"1"	"0.89647"	"0.1356461"	"-4.61"	"0.08522312"	"REEP3"	"receptor accessory protein 3"
"A_24_P915007"	"1"	"0.896471"	"0.1356452"	"-4.61"	"0.06577062"	"NACC1"	"nucleus accumbens associated 1"
"A_24_P219140"	"1"	"0.896518"	"0.1355828"	"-4.61"	"0.06290493"	"YY1"	"YY1 transcription factor"
"A_23_P209200"	"1"	"0.896532"	"-0.1355648"	"-4.61"	"-0.06285195"	"CCNE1"	"cyclin E1"
"A_24_P159135"	"1"	"0.896548"	"0.1355428"	"-4.61"	"0.06471344"	"NEDD8"	"neural precursor cell expressed, developmentally down-regulated 8"
"A_23_P169117"	"1"	"0.896557"	"-0.1355315"	"-4.61"	"-0.06139907"	"RRAGA"	"Ras related GTP binding A"
"A_23_P208582"	"1"	"0.89659"	"0.1354878"	"-4.61"	"0.06128551"	""	""
"A_32_P93894"	"1"	"0.896608"	"-0.1354641"	"-4.61"	"-0.14543804"	""	""
"A_24_P51517"	"1"	"0.896612"	"0.1354587"	"-4.61"	"0.07772624"	"FGR"	"FGR proto-oncogene, Src family tyrosine kinase"
"A_24_P59439"	"1"	"0.896614"	"0.1354563"	"-4.61"	"0.13586286"	"LINC00937"	"long intergenic non-protein coding RNA 937"
"A_32_P90730"	"1"	"0.89665"	"-0.1354085"	"-4.61"	"-0.07362367"	""	""
"A_23_P139207"	"1"	"0.896652"	"0.1354065"	"-4.61"	"0.064804"	"SERGEF"	"secretion regulating guanine nucleotide exchange factor"
"A_24_P873598"	"1"	"0.896659"	"-0.135397"	"-4.61"	"-0.11854207"	""	""
"A_23_P56170"	"1"	"0.896695"	"0.1353494"	"-4.61"	"0.06530705"	"MED16"	"mediator complex subunit 16"
"A_23_P71415"	"1"	"0.896746"	"0.1352825"	"-4.61"	"0.07003218"	"WDYHV1"	"WDYHV motif containing 1"
"A_24_P178333"	"1"	"0.896748"	"0.1352793"	"-4.61"	"0.08294843"	""	""
"A_24_P349560"	"1"	"0.896748"	"-0.1352789"	"-4.61"	"-0.06244077"	"EIF4E"	"eukaryotic translation initiation factor 4E"
"A_24_P299489"	"1"	"0.896775"	"-0.1352435"	"-4.61"	"-0.07538218"	"NFYC"	"nuclear transcription factor Y subunit gamma"
"A_23_P24884"	"1"	"0.896781"	"-0.1352363"	"-4.61"	"-0.07938869"	"ST5"	"suppression of tumorigenicity 5"
"A_32_P214005"	"1"	"0.896796"	"0.1352162"	"-4.61"	"0.06292911"	"UQCC3"	"ubiquinol-cytochrome c reductase complex assembly factor 3"
"A_24_P128683"	"1"	"0.896813"	"0.1351929"	"-4.61"	"0.06413365"	"CNPPD1"	"cyclin Pas1/PHO80 domain containing 1"
"A_24_P345131"	"1"	"0.896841"	"0.1351563"	"-4.61"	"0.06531644"	"LRRC8B"	"leucine rich repeat containing 8 family member B"
"A_24_P156748"	"1"	"0.896847"	"-0.1351487"	"-4.61"	"-0.1244241"	"SLC30A2"	"solute carrier family 30 member 2"
"A_32_P111658"	"1"	"0.896862"	"-0.1351287"	"-4.61"	"-0.09265206"	""	""
"A_24_P40978"	"1"	"0.896868"	"0.1351212"	"-4.61"	"0.06493522"	"CYHR1"	"cysteine and histidine rich 1"
"A_23_P118643"	"1"	"0.896924"	"-0.1350468"	"-4.61"	"-0.06269017"	"EIF4E"	"eukaryotic translation initiation factor 4E"
"A_23_P168629"	"1"	"0.896967"	"0.1349905"	"-4.61"	"0.06733652"	"RBM28"	"RNA binding motif protein 28"
"A_24_P307653"	"1"	"0.896973"	"0.134982"	"-4.61"	"0.08024178"	"SLC6A15"	"solute carrier family 6 member 15"
"A_23_P410233"	"1"	"0.896986"	"-0.1349646"	"-4.61"	"-0.09326987"	"FILIP1"	"filamin A interacting protein 1"
"A_32_P86517"	"1"	"0.897004"	"-0.134941"	"-4.61"	"-0.07807456"	""	""
"A_24_P690189"	"1"	"0.897009"	"-0.1349354"	"-4.61"	"-0.06326103"	""	""
"A_23_P256142"	"1"	"0.897039"	"-0.1348959"	"-4.61"	"-0.06138365"	"AKIRIN1"	"akirin 1"
"A_23_P13554"	"1"	"0.897041"	"-0.1348933"	"-4.61"	"-0.0653458"	"ALG8"	"ALG8, alpha-1,3-glucosyltransferase"
"A_23_P154962"	"1"	"0.897046"	"-0.1348856"	"-4.61"	"-0.0922294"	"RIMBP3"	"RIMS binding protein 3"
"A_24_P100277"	"1"	"0.897048"	"0.1348837"	"-4.61"	"0.08194831"	"CYB5R3"	"cytochrome b5 reductase 3"
"A_24_P412734"	"1"	"0.897053"	"-0.1348773"	"-4.61"	"-0.06459434"	"PRSS36"	"protease, serine 36"
"A_23_P139277"	"1"	"0.897091"	"-0.1348262"	"-4.61"	"-0.06544252"	"LIN7C"	"lin-7 homolog C, crumbs cell polarity complex component"
"A_24_P62883"	"1"	"0.897095"	"0.1348213"	"-4.61"	"0.06380365"	"UCN"	"urocortin"
"A_23_P134744"	"1"	"0.897137"	"0.1347654"	"-4.61"	"0.07882793"	"RNF122"	"ring finger protein 122"
"A_23_P50498"	"1"	"0.897171"	"0.1347208"	"-4.61"	"0.06185439"	"FTL"	"ferritin light chain"
"A_23_P318938"	"1"	"0.897235"	"0.1346365"	"-4.61"	"0.07792686"	"TMEM52B"	"transmembrane protein 52B"
"A_23_P73142"	"1"	"0.897331"	"-0.1345099"	"-4.61"	"-0.06096468"	"TACO1"	"translational activator of cytochrome c oxidase I"
"A_24_P129232"	"1"	"0.897339"	"-0.1345"	"-4.61"	"-0.06128743"	"SERINC1"	"serine incorporator 1"
"A_23_P81770"	"1"	"0.897373"	"0.134454"	"-4.61"	"0.06122734"	"PTP4A1"	"protein tyrosine phosphatase type IVA, member 1"
"A_24_P583330"	"1"	"0.897374"	"0.1344528"	"-4.61"	"0.09421708"	""	""
"A_23_P114883"	"1"	"0.897378"	"0.1344485"	"-4.61"	"0.10310953"	"FMOD"	"fibromodulin"
"A_24_P113109"	"1"	"0.89738"	"-0.134446"	"-4.61"	"-0.07457175"	"UBB"	"ubiquitin B"
"A_23_P396666"	"1"	"0.897383"	"0.1344409"	"-4.61"	"0.06045389"	"TBC1D2B"	"TBC1 domain family member 2B"
"A_23_P99747"	"1"	"0.897418"	"0.134395"	"-4.61"	"0.06444554"	"CDKL1"	"cyclin dependent kinase like 1"
"A_23_P170301"	"1"	"0.897484"	"0.1343084"	"-4.61"	"0.08778085"	"CTSE"	"cathepsin E"
"A_23_P142255"	"1"	"0.897504"	"0.1342819"	"-4.61"	"0.0657862"	"SHD"	"Src homology 2 domain containing transforming protein D"
"A_24_P651129"	"1"	"0.897512"	"0.1342719"	"-4.61"	"0.06531529"	""	""
"A_24_P50707"	"1"	"0.897549"	"0.1342222"	"-4.61"	"0.10531833"	""	""
"A_23_P138480"	"1"	"0.897572"	"-0.1341922"	"-4.61"	"-0.06603119"	"C10orf95"	"chromosome 10 open reading frame 95"
"A_24_P185018"	"1"	"0.897585"	"-0.1341756"	"-4.61"	"-0.10030165"	""	""
"A_23_P350574"	"1"	"0.897599"	"-0.134157"	"-4.61"	"-0.09039138"	"FCRLB"	"Fc receptor like B"
"A_32_P168375"	"1"	"0.89764"	"0.134102"	"-4.61"	"0.06224996"	""	""
"A_23_P254863"	"1"	"0.897669"	"0.1340641"	"-4.61"	"0.08211499"	"NIM1K"	"NIM1 serine/threonine protein kinase"
"A_32_P131929"	"1"	"0.897696"	"0.1340289"	"-4.61"	"0.06263201"	"FLJ20021"	"uncharacterized LOC90024"
"A_32_P227605"	"1"	"0.897703"	"0.1340189"	"-4.61"	"0.09208588"	"RGS9BP"	"regulator of G-protein signaling 9 binding protein"
"A_24_P499152"	"1"	"0.897718"	"-0.1339995"	"-4.61"	"-0.07635827"	""	""
"A_24_P548881"	"1"	"0.897732"	"-0.1339807"	"-4.61"	"-0.06498801"	""	""
"A_23_P144684"	"1"	"0.897733"	"-0.1339798"	"-4.61"	"-0.07325765"	"SLF1"	"SMC5-SMC6 complex localization factor 1"
"A_32_P22883"	"1"	"0.897743"	"-0.1339665"	"-4.61"	"-0.08375878"	"FAM207A"	"family with sequence similarity 207 member A"
"A_32_P159083"	"1"	"0.897769"	"0.1339317"	"-4.61"	"0.07728445"	"SORCS3-AS1"	"SORCS3 antisense RNA 1"
"A_23_P206945"	"1"	"0.897787"	"-0.1339085"	"-4.61"	"-0.06190356"	"ACOX1"	"acyl-CoA oxidase 1"
"A_32_P233155"	"1"	"0.897788"	"0.1339067"	"-4.61"	"0.06276995"	""	""
"A_32_P129621"	"1"	"0.897794"	"0.1338995"	"-4.61"	"0.06475972"	"ADAM17"	"ADAM metallopeptidase domain 17"
"A_24_P620648"	"1"	"0.8978"	"0.1338918"	"-4.61"	"0.06809904"	""	""
"A_24_P343621"	"1"	"0.897812"	"0.133875"	"-4.61"	"0.1303732"	"ECHDC3"	"enoyl-CoA hydratase domain containing 3"
"A_32_P405942"	"1"	"0.897828"	"0.133854"	"-4.61"	"0.10235931"	""	""
"A_24_P341674"	"1"	"0.897845"	"0.1338326"	"-4.61"	"0.08002333"	"DIO2"	"deiodinase, iodothyronine, type II"
"A_23_P4919"	"1"	"0.897851"	"-0.1338236"	"-4.61"	"-0.0619258"	"KDELR1"	"KDEL endoplasmic reticulum protein retention receptor 1"
"A_32_P34064"	"1"	"0.897915"	"0.1337394"	"-4.61"	"0.08495612"	""	""
"A_32_P453258"	"1"	"0.897942"	"-0.1337038"	"-4.61"	"-0.07316408"	""	""
"A_23_P411806"	"1"	"0.897983"	"0.1336502"	"-4.61"	"0.06984479"	"SLC44A1"	"solute carrier family 44 member 1"
"A_24_P322444"	"1"	"0.898029"	"-0.1335888"	"-4.61"	"-0.06401053"	"NUP62"	"nucleoporin 62"
"A_32_P199506"	"1"	"0.898052"	"-0.1335592"	"-4.61"	"-0.06347395"	""	""
"A_24_P292542"	"1"	"0.898076"	"-0.1335273"	"-4.61"	"-0.12228031"	"SLCO1A2"	"solute carrier organic anion transporter family member 1A2"
"A_24_P14731"	"1"	"0.898084"	"0.1335172"	"-4.61"	"0.06408779"	"PCSK1N"	"proprotein convertase subtilisin/kexin type 1 inhibitor"
"A_23_P394154"	"1"	"0.898087"	"0.1335125"	"-4.61"	"0.07430064"	"PDE8A"	"phosphodiesterase 8A"
"A_32_P26956"	"1"	"0.898101"	"-0.1334939"	"-4.61"	"-0.07469084"	""	""
"A_32_P22355"	"1"	"0.898119"	"-0.1334702"	"-4.61"	"-0.0614684"	""	""
"A_23_P39517"	"1"	"0.898126"	"0.1334612"	"-4.61"	"0.07630343"	"SRBD1"	"S1 RNA binding domain 1"
"A_23_P214211"	"1"	"0.898164"	"0.1334116"	"-4.61"	"0.06446214"	"RARS2"	"arginyl-tRNA synthetase 2, mitochondrial"
"A_24_P362317"	"1"	"0.898201"	"0.1333628"	"-4.61"	"0.06090502"	"ADAR"	"adenosine deaminase, RNA specific"
"A_24_P118721"	"1"	"0.89821"	"-0.1333504"	"-4.61"	"-0.06114915"	""	""
"A_23_P208991"	"1"	"0.898214"	"0.1333452"	"-4.61"	"0.07021555"	"PALM"	"paralemmin"
"A_23_P26836"	"1"	"0.89822"	"-0.1333373"	"-4.61"	"-0.07056108"	"DCAF7"	"DDB1 and CUL4 associated factor 7"
"A_24_P878992"	"1"	"0.898238"	"-0.1333136"	"-4.61"	"-0.06693527"	""	""
"A_32_P115043"	"1"	"0.898258"	"0.1332871"	"-4.61"	"0.0640179"	""	""
"A_23_P252082"	"1"	"0.89827"	"-0.1332713"	"-4.61"	"-0.07148631"	"TMEM176A"	"transmembrane protein 176A"
"A_32_P453971"	"1"	"0.898271"	"0.1332704"	"-4.61"	"0.08039957"	"SYT9"	"synaptotagmin 9"
"A_23_P100141"	"1"	"0.898278"	"0.1332605"	"-4.61"	"0.07711034"	""	""
"A_24_P14010"	"1"	"0.89829"	"0.1332448"	"-4.61"	"0.06035715"	"NMT1"	"N-myristoyltransferase 1"
"A_23_P114649"	"1"	"0.898331"	"0.1331915"	"-4.61"	"0.06257052"	"MIIP"	"migration and invasion inhibitory protein"
"A_23_P47879"	"1"	"0.898358"	"0.1331557"	"-4.61"	"0.07127236"	"STAT6"	"signal transducer and activator of transcription 6"
"A_23_P120237"	"1"	"0.898371"	"-0.1331375"	"-4.61"	"-0.06077235"	"STARD7"	"StAR related lipid transfer domain containing 7"
"A_32_P49844"	"1"	"0.898373"	"-0.1331358"	"-4.61"	"-0.07512235"	"RHOQ"	"ras homolog family member Q"
"A_23_P14369"	"1"	"0.898385"	"0.1331193"	"-4.61"	"0.07237816"	"ZFHX2"	"zinc finger homeobox 2"
"A_23_P140256"	"1"	"0.898403"	"-0.1330956"	"-4.61"	"-0.0656114"	"PNP"	"purine nucleoside phosphorylase"
"A_24_P152527"	"1"	"0.898431"	"-0.1330586"	"-4.61"	"-0.06694587"	"VAT1"	"vesicle amine transport 1"
"A_32_P449517"	"1"	"0.898434"	"-0.1330547"	"-4.61"	"-0.08168471"	""	""
"A_24_P276628"	"1"	"0.898442"	"0.1330442"	"-4.61"	"0.10294529"	"PPT1"	"palmitoyl-protein thioesterase 1"
"A_32_P193378"	"1"	"0.898504"	"-0.1329625"	"-4.61"	"-0.07119052"	"PYGO1"	"pygopus family PHD finger 1"
"A_23_P432554"	"1"	"0.898512"	"0.1329523"	"-4.61"	"0.09955521"	"FBXO36"	"F-box protein 36"
"A_32_P153589"	"1"	"0.898517"	"0.1329451"	"-4.61"	"0.11529271"	""	""
"A_23_P55179"	"1"	"0.898534"	"0.1329235"	"-4.61"	"0.07619535"	"ARL4D"	"ADP ribosylation factor like GTPase 4D"
"A_23_P144123"	"1"	"0.898579"	"0.1328635"	"-4.61"	"0.0785215"	"SLC22A13"	"solute carrier family 22 member 13"
"A_32_P409599"	"1"	"0.898623"	"0.1328058"	"-4.61"	"0.1194364"	"RN7SL737P"	"RNA, 7SL, cytoplasmic 737, pseudogene"
"A_23_P252276"	"1"	"0.898634"	"0.1327907"	"-4.61"	"0.0839531"	"ARHGEF38"	"Rho guanine nucleotide exchange factor 38"
"A_23_P40693"	"1"	"0.898658"	"-0.132759"	"-4.61"	"-0.06649071"	"EP300"	"E1A binding protein p300"
"A_24_P210829"	"1"	"0.898704"	"0.1326988"	"-4.61"	"0.06869362"	"NME4"	"NME/NM23 nucleoside diphosphate kinase 4"
"A_23_P156156"	"1"	"0.898715"	"0.1326842"	"-4.61"	"0.07142639"	"ZCCHC9"	"zinc finger CCHC-type containing 9"
"A_24_P573533"	"1"	"0.898724"	"-0.1326718"	"-4.61"	"-0.11057663"	"CBWD5"	"COBW domain containing 5"
"A_23_P126869"	"1"	"0.898745"	"0.1326452"	"-4.61"	"0.19405795"	"PADI3"	"peptidyl arginine deiminase 3"
"A_32_P203528"	"1"	"0.898756"	"-0.1326296"	"-4.61"	"-0.06498333"	"SYCE2"	"synaptonemal complex central element protein 2"
"A_32_P462013"	"1"	"0.898779"	"-0.1325997"	"-4.61"	"-0.07291797"	"CRACR2A"	"calcium release activated channel regulator 2A"
"A_23_P411953"	"1"	"0.898791"	"0.1325846"	"-4.61"	"0.05951267"	"PYGO2"	"pygopus family PHD finger 2"
"A_24_P281643"	"1"	"0.898811"	"0.1325583"	"-4.61"	"0.09497421"	""	""
"A_24_P362646"	"1"	"0.898813"	"-0.1325551"	"-4.61"	"-0.06196159"	"TXNDC9"	"thioredoxin domain containing 9"
"A_23_P19802"	"1"	"0.898823"	"-0.1325424"	"-4.61"	"-0.06003712"	"ZNF777"	"zinc finger protein 777"
"A_23_P145844"	"1"	"0.898845"	"-0.1325125"	"-4.61"	"-0.07943015"	"MET"	"MET proto-oncogene, receptor tyrosine kinase"
"A_24_P218979"	"1"	"0.898847"	"-0.1325104"	"-4.61"	"-0.07401295"	"CDCA3"	"cell division cycle associated 3"
